fecha,plan,sede,depto,ciudad,vendedor,cantidad
20120901,143,1,2,21,5243,1
20120904,143,1,2,32,1131,1
20120918,143,1,1,48,1095,1
20120928,143,1,2,21,5243,1
20120928,143,1,2,31,123,1
20121114,143,1,2,22,7108,1
20121118,143,1,1,50,123,1
20121118,143,1,2,65,123,1
20121121,143,1,2,65,5243,2
20120127,144,1,1,62,5157,1
20120206,144,1,1,40,1095,1
20120302,144,1,1,30,6090,1
20120329,144,1,1,40,6294,1
20120417,144,1,1,41,6294,2
20120511,144,1,1,43,7016,1
20120510,144,1,1,53,6090,2
20120610,144,1,1,43,6090,1
20120723,144,1,1,40,6259,1
20120816,144,1,1,45,6090,3
20120825,144,1,1,40,1131,1
20120907,144,1,1,40,1095,1
20120903,144,1,1,40,1131,1
20121004,144,1,1,40,7016,1
20121108,144,1,1,40,1131,1
20130108,144,1,1,40,7109,1
20120216,144,1,1,50,6108,1
20120515,144,1,1,63,6108,2
20120607,144,1,1,63,7016,1
20120330,146,1,1,52,6259,1
20120413,146,1,1,40,6259,3
20120518,146,1,1,40,7018,1
20120607,146,1,1,40,6259,1
20121025,146,1,1,40,102,1
20121101,146,1,1,40,7108,1
20130131,153,1,1,40,6108,2
20130130,153,1,1,40,6108,1
20130207,153,1,1,40,7096,1
20130212,153,1,1,40,102,2
20130222,153,1,1,53,5243,1
20130224,153,1,1,40,1095,1
20130227,153,1,1,51,102,1
20130301,153,1,1,40,6108,3
20130322,153,1,1,40,6108,1
20130322,153,1,1,40,1131,1
20130403,153,1,1,40,7109,3
20130403,153,1,1,40,7096,4
20130404,153,1,1,40,1095,3
20130413,153,1,1,40,7096,3
20130416,153,1,1,53,1095,1
20130422,153,1,1,40,1095,2
20130502,153,1,1,52,7164,1
20130516,153,1,2,22,1131,1
20130517,153,1,1,40,1095,2
20130528,153,1,1,63,7159,2
20130605,153,1,1,40,1095,1
20130614,153,1,1,40,1131,1
20130613,153,1,1,40,1095,2
20130618,153,1,1,40,7109,1
20130625,153,1,1,40,7181,1
20130710,153,1,1,43,7109,1
20130716,153,1,1,45,1131,1
20130715,153,1,1,43,7181,1
20130725,153,1,1,40,5243,3
20130725,153,1,1,40,7181,1
20130730,153,1,1,40,7159,1
20130815,153,1,1,53,5243,1
20130815,153,1,1,52,7164,1
20130819,153,1,1,40,3872,1
20130817,153,1,1,40,7201,1
20130819,153,1,1,40,7201,2
20130823,153,1,1,53,7164,1
20130907,153,1,1,40,7218,3
20130906,153,1,1,40,7202,1
20130904,153,1,1,41,5243,1
20130918,153,1,1,45,5243,1
20130928,153,1,1,53,1131,1
20130928,153,1,1,40,7159,1
20131002,153,1,1,40,1131,2
20131008,153,1,1,45,7181,2
20131010,153,1,1,40,7219,2
20131017,153,1,1,52,7164,1
20131016,153,1,1,52,7159,1
20131016,153,1,1,40,7201,2
20131023,153,1,1,53,7201,1
20131031,153,1,1,45,7208,1
20131113,153,1,1,53,7181,1
20131115,153,1,1,40,3872,2
20131113,153,1,1,52,7164,1
20131126,153,1,1,40,7096,1
20131205,153,1,1,40,5243,1
20131214,153,1,1,40,7208,2
20131213,153,1,1,40,1131,1
20131214,153,1,1,40,5243,1
20130501,153,1,1,40,7096,1
20130305,153,1,1,50,1131,1
20130308,153,1,2,30,5243,3
20130322,153,1,1,46,5243,1
20130402,153,1,1,50,7159,4
20130409,153,1,2,30,5243,1
20130416,153,1,1,50,7096,1
20130419,153,1,1,50,123,1
20130424,153,1,2,31,1131,1
20130502,153,1,1,48,7096,1
20130510,153,1,1,50,7096,1
20130517,153,1,2,33,5243,1
20130524,153,1,2,30,123,1
20130605,153,1,1,63,1131,2
20130604,153,1,2,31,1131,1
20130618,153,1,2,22,1131,1
20130625,153,1,1,50,7109,2
20130704,153,1,2,22,7181,1
20130802,153,1,1,63,7159,2
20130830,153,1,2,22,1131,1
20130830,153,1,1,46,7096,1
20130905,153,1,2,22,5243,1
20120123,143,1,1,40,1095,1
20120124,143,1,1,40,5243,2
20120224,143,1,1,53,6090,1
20120224,143,1,1,40,6108,1
20120220,143,1,1,40,6294,1
20120228,143,1,1,58,6257,1
20120301,143,1,1,40,6255,1
20120307,143,1,1,40,6259,1
20120309,143,1,1,42,6257,1
20120315,143,1,1,40,1095,1
20120416,143,1,1,44,6108,1
20120421,143,1,1,52,6090,1
20120420,143,1,1,40,1095,1
20120418,143,1,1,53,123,1
20120430,143,1,1,43,6108,1
20120424,143,1,1,41,1095,1
20120426,143,1,1,43,1095,1
20120511,143,1,1,58,123,1
20120508,143,1,1,40,1095,2
20120516,143,1,1,51,6257,1
20120528,143,1,1,52,7016,1
20120601,143,1,1,40,5157,2
20120601,143,1,1,40,1095,3
20120615,143,1,1,40,7016,1
20120612,143,1,1,53,123,3
20120613,143,1,1,43,7016,1
20120621,143,1,1,53,5243,1
20120622,143,1,1,40,7051,1
20120626,143,1,1,40,6259,1
20120712,143,1,1,58,7016,1
20120717,143,1,1,43,6108,1
20120719,143,1,1,40,1095,1
20120726,143,1,1,45,6108,3
20120726,143,1,1,40,1095,2
20120731,143,1,1,41,7016,1
20120806,143,1,1,40,7016,1
20120810,143,1,1,53,6090,1
20120806,143,1,1,40,1095,2
20120816,143,1,1,40,1095,1
20120817,143,1,1,40,123,1
20120825,143,1,1,40,7016,1
20120822,143,1,1,45,6108,1
20120908,143,1,1,40,1095,3
20120912,143,1,1,60,200,1
20120920,143,1,1,40,6090,1
20120921,143,1,1,40,1131,1
20120923,143,1,1,40,123,3
20121006,143,1,1,53,123,1
20121004,143,1,1,40,6090,1
20121006,143,1,1,40,1095,2
20121010,143,1,1,67,1095,1
20121014,143,1,1,53,7016,1
20121021,143,1,1,40,1095,1
20121104,143,1,1,53,123,1
20121106,143,1,1,40,1131,1
20121107,143,1,1,42,6090,1
20121128,143,1,1,40,1095,2
20121209,143,1,1,40,123,5
20130124,143,1,1,52,6090,2
20130123,143,1,1,53,1095,1
20120206,143,1,1,50,5243,1
20120207,143,1,2,65,5243,1
20120217,143,1,1,50,123,3
20120216,143,1,1,50,5157,1
20120224,143,1,1,50,5157,2
20120220,143,1,2,30,5243,1
20120302,143,1,2,30,5243,1
20120919,143,1,2,32,5243,1
20120323,143,1,1,49,123,1
20120403,143,1,2,30,123,1
20120410,143,1,2,33,123,1
20120417,143,1,1,50,6108,1
20120523,143,1,2,30,5243,1
20120524,143,1,2,30,123,1
20120524,143,1,2,65,123,1
20120610,143,1,2,31,123,3
20120810,143,1,2,1,123,1
20120831,143,1,2,33,5243,1
20120907,143,1,2,22,1131,1
20120913,143,1,1,63,7045,1
20121006,143,1,2,33,123,3
20121028,143,1,1,63,123,1
20121028,143,1,2,23,123,1
20121103,143,1,2,31,6108,1
20121118,143,1,2,21,123,2
20130124,143,1,1,50,1095,3
20120213,144,1,1,40,1095,1
20120413,144,1,1,40,1095,1
20120420,144,1,1,53,6090,1
20120417,144,1,1,41,6257,1
20120515,144,1,1,40,6257,1
20120725,144,1,1,53,5243,1
20120803,144,1,1,40,123,1
20120802,144,1,1,40,6259,1
20120821,144,1,1,53,6108,1
20120903,144,1,1,45,7016,2
20120926,144,1,1,41,7016,1
20121021,144,1,1,40,1131,5
20121108,144,1,1,40,1095,1
20130124,144,1,1,52,6090,2
20120217,144,1,1,50,5157,1
20120528,144,1,1,54,1095,1
20120607,144,1,1,63,1131,1
20120126,145,1,1,40,6259,2
20120425,146,1,1,40,7016,1
20120514,146,1,1,40,7016,1
20120601,146,1,1,40,1131,1
20120723,146,1,1,40,7016,1
20120504,146,1,1,53,123,1
20130208,153,1,1,40,6090,2
20130206,153,1,1,40,7123,2
20130215,153,1,1,40,1095,2
20130215,153,1,1,40,6108,3
20130214,153,1,1,40,6108,1
20130223,153,1,1,42,1131,1
20130222,153,1,1,81,1095,1
20130307,153,1,1,43,1095,2
20130308,153,1,1,40,6108,1
20130410,153,1,1,40,1095,2
20130410,153,1,1,81,7096,1
20130412,153,1,1,53,1095,1
20130416,153,1,1,40,7159,1
20130426,153,1,1,40,5243,1
20130508,153,1,1,40,1095,1
20130509,153,1,1,40,7159,2
20130513,153,1,1,40,1095,1
20130516,153,1,1,53,7164,1
20130525,153,1,1,53,123,1
20130614,153,1,1,40,7159,1
20130614,153,1,1,40,102,1
20130623,153,1,1,40,1131,1
20130628,153,1,1,40,7159,1
20130705,153,1,1,40,7096,1
20130725,153,1,1,40,1131,1
20130801,153,1,1,43,5243,1
20130809,153,1,1,40,7159,1
20130808,153,1,1,52,7164,1
20130815,153,1,1,40,7109,1
20130819,153,1,1,53,7201,1
20130820,153,1,1,40,3872,1
20130828,153,1,1,40,7201,1
20130827,153,1,1,34,7201,1
20130903,153,1,1,40,7201,2
20130905,153,1,1,40,7201,1
20130906,153,1,1,52,7218,1
20130918,153,1,1,40,5243,1
20130926,153,1,1,58,5243,1
20131009,153,1,1,40,7208,2
20131009,153,1,1,40,7219,2
20131007,153,1,1,30,7218,1
20131008,153,1,1,81,7218,1
20131009,153,1,1,40,7202,1
20131015,153,1,1,40,7208,1
20131024,153,1,1,43,7219,1
20131023,153,1,1,45,7218,1
20131024,153,1,1,40,7181,2
20131101,153,1,1,40,7218,1
20140102,153,1,1,41,200,1
20130208,153,1,1,50,1131,1
20130212,153,1,1,46,5243,1
20130214,153,1,1,46,5243,1
20130301,153,1,2,30,5243,2
20130307,153,1,1,46,1131,1
20130405,153,1,1,46,1095,1
20130424,153,1,2,17,7164,1
20130507,153,1,1,50,7159,1
20130508,153,1,1,50,7096,4
20130507,153,1,1,50,7096,1
20130517,153,1,2,31,5243,2
20130529,153,1,2,31,5243,1
20130613,153,1,2,22,1131,1
20130802,153,1,1,63,7096,1
20130912,153,1,2,65,5243,2
20120125,143,1,1,40,5243,4
20120202,143,1,1,40,5157,1
20120207,143,1,1,40,6257,1
20120216,143,1,1,42,6257,1
20120214,143,1,1,40,6294,1
20120216,143,1,1,40,5157,1
20120224,143,1,1,40,6257,1
20120222,143,1,1,40,1095,2
20120227,143,1,1,40,5157,1
20120312,143,1,1,40,6257,1
20120316,143,1,1,40,1095,1
20120322,143,1,1,30,1095,1
20120323,143,1,1,40,1095,3
20120401,143,1,1,43,6090,1
20120402,143,1,1,43,6257,2
20120403,143,1,1,43,6108,1
20120411,143,1,1,45,5243,1
20120411,143,1,1,40,1095,2
20120502,143,1,1,58,5243,1
20120511,143,1,1,40,123,2
20120518,143,1,1,40,1095,2
20120521,143,1,1,40,5157,1
20120525,143,1,1,43,1131,2
20120525,143,1,1,40,1095,1
20120528,143,1,1,40,1095,1
20120524,143,1,1,40,123,1
20120608,143,1,1,53,7016,1
20120625,143,1,1,40,7051,1
20120704,143,1,1,40,1095,1
20120712,143,1,1,40,7016,1
20120711,143,1,1,40,5243,3
20120718,143,1,1,40,7016,1
20120725,143,1,1,40,7016,1
20120728,143,1,1,41,200,1
20120803,143,1,1,45,6090,5
20120731,143,1,1,45,6108,1
20120907,143,1,1,40,6090,1
20120907,143,1,1,42,1095,1
20120911,143,1,1,52,7016,1
20120922,143,1,1,58,5243,1
20120920,143,1,1,45,6108,4
20120920,143,1,1,40,1095,1
20120922,143,1,1,81,1095,2
20120929,143,1,1,41,200,1
20121012,143,1,1,45,6090,3
20121018,143,1,1,22,7106,1
20121018,143,1,1,40,5243,3
20121028,143,1,1,40,123,4
20121106,143,1,1,40,1095,1
20121108,143,1,1,40,1095,3
20121118,143,1,2,22,123,2
20121128,143,1,1,61,1095,1
20121204,143,1,1,40,102,1
20121209,143,1,1,58,123,1
20121213,143,1,1,40,1095,1
20130123,143,1,1,40,1131,1
20120210,143,1,2,21,123,1
20120221,143,1,1,49,5243,2
20120221,143,1,2,30,5243,5
20120224,143,1,1,49,123,1
20120221,143,1,2,21,5243,1
20120316,143,1,2,30,123,1
20120322,143,1,1,49,123,1
20120418,143,1,2,31,123,4
20120511,143,1,2,31,5243,3
20120518,143,1,2,30,5243,3
20120523,143,1,1,56,1131,1
20120711,143,1,2,30,7016,1
20120825,143,1,1,50,5773,1
20120828,143,1,2,22,7016,1
20120910,143,1,1,63,7016,2
20120908,143,1,2,65,5243,1
20120921,143,1,2,65,123,1
20121005,143,1,2,22,7016,1
20121102,143,1,2,65,5243,1
20121210,143,1,2,65,7108,1
20120412,144,1,1,45,6090,1
20120620,144,1,1,40,1131,1
20120803,144,1,1,45,6090,1
20120815,144,1,1,41,1131,1
20121014,144,1,1,40,123,2
20121010,144,1,1,40,6108,1
20120216,144,1,1,50,5157,1
20120305,144,1,2,30,6296,1
20120630,144,1,2,22,7016,1
20120927,144,1,1,63,7016,1
20120217,145,1,1,52,6255,1
20120315,145,1,1,52,6255,2
20120425,146,1,1,40,7018,1
20120605,146,1,1,52,6255,1
20120608,146,1,1,40,6259,1
20130201,153,1,1,40,123,2
20130204,153,1,1,41,200,1
20130206,153,1,1,40,7096,1
20130213,153,1,1,45,102,1
20130220,153,1,1,40,7096,1
20130221,153,1,1,40,1095,1
20130220,153,1,1,40,7123,1
20130305,153,1,1,40,102,1
20130308,153,1,1,58,6090,1
20130313,153,1,1,40,7109,1
20130405,153,1,1,58,6108,1
20130403,153,1,1,43,1095,1
20130412,153,1,1,53,5243,1
20130425,153,1,1,40,6090,1
20130427,153,1,1,40,7159,2
20130425,153,1,1,58,123,1
20130430,153,1,1,52,7164,1
20130513,153,1,1,31,5243,1
20130524,153,1,1,40,102,1
20130605,153,1,1,30,7159,1
20130620,153,1,1,51,7164,5
20130623,153,1,1,43,7109,1
20130624,153,1,1,40,7096,1
20130625,153,1,1,53,7096,1
20130630,153,1,1,41,5243,2
20130710,153,1,1,41,1131,3
20130719,153,1,1,40,1131,2
20130722,153,1,1,40,1131,1
20130725,153,1,1,52,7123,1
20130803,153,1,1,40,7201,1
20130828,153,1,1,40,7159,1
20130828,153,1,1,40,7164,1
20130829,153,1,1,58,7202,1
20130830,153,1,1,40,7208,1
20130910,153,1,1,43,7164,1
20130913,153,1,1,40,7181,1
20131009,153,1,1,45,7181,1
20131018,153,1,1,40,7219,1
20131022,153,1,1,40,102,1
20131021,153,1,1,40,7164,2
20131021,153,1,1,40,7159,1
20131115,153,1,1,40,1131,1
20140103,153,1,1,53,1131,1
20130207,153,1,2,30,5243,2
20130219,153,1,2,65,123,2
20130221,153,1,2,30,5243,1
20130224,153,1,2,30,5243,2
20130303,153,1,2,30,123,1
20130315,153,1,2,30,1131,4
20130311,153,1,2,30,5243,1
20130315,153,1,2,30,5243,2
20130402,153,1,1,50,1131,2
20130405,153,1,2,30,123,1
20130424,153,1,1,46,7159,1
20130428,153,1,2,31,5243,1
20130425,153,1,2,31,123,5
20130515,153,1,1,50,7159,1
20130516,153,1,1,63,1131,2
20130517,153,1,2,31,123,5
20130517,153,1,1,53,123,1
20130524,153,1,2,31,123,1
20130520,153,1,1,24,7159,1
20130523,153,1,1,50,7159,1
20130607,153,1,2,31,123,3
20130619,153,1,1,63,7159,1
20130623,153,1,2,31,123,1
20130623,153,1,1,63,1131,1
20130625,153,1,1,50,7181,1
20130625,153,1,1,50,7096,2
20130625,153,1,1,50,7159,1
20130717,153,1,1,50,7159,1
20130813,153,1,1,26,7203,1
20130821,153,1,1,63,7201,1
20130830,153,1,2,21,5243,1
20130830,153,1,2,22,7181,1
20130914,153,1,1,50,7208,1
20130915,153,1,1,63,7159,1
20130916,153,1,1,48,7109,1
20131001,153,1,1,63,3872,1
20120123,143,1,1,40,102,1
20120202,143,1,1,45,6202,1
20120204,143,1,1,40,1095,1
20120216,143,1,1,52,6255,2
20120213,143,1,1,53,5243,1
20120213,143,1,1,40,6255,1
20120217,143,1,1,40,123,1
20120223,143,1,1,40,6255,1
20120301,143,1,1,52,6259,2
20120302,143,1,1,52,5157,1
20120304,143,1,1,40,6255,1
20120308,143,1,1,53,5243,1
20120316,143,1,1,43,1095,4
20120403,143,1,1,40,123,2
20120416,143,1,1,52,5157,1
20120420,143,1,1,52,6090,1
20120430,143,1,1,52,6108,2
20120430,143,1,1,44,6108,2
20120427,143,1,1,40,6090,1
20120504,143,1,1,51,6108,2
20120511,143,1,1,52,123,1
20120505,143,1,1,40,1095,1
20120514,143,1,1,51,6108,1
20120515,143,1,1,52,7016,1
20120523,143,1,1,53,5243,1
20120528,143,1,1,40,1131,1
20120526,143,1,1,53,1095,1
20120526,143,1,1,40,1095,1
20120527,143,1,1,40,1095,1
20120610,143,1,1,53,123,1
20120605,143,1,1,41,5157,2
20120614,143,1,1,51,6257,1
20120701,143,1,1,53,123,1
20120717,143,1,1,45,6108,1
20120714,143,1,1,40,1131,2
20120727,143,1,1,40,6259,1
20120731,143,1,1,51,102,1
20120812,143,1,1,45,6108,2
20120808,143,1,1,40,5243,1
20120816,143,1,1,45,6090,1
20120815,143,1,1,40,1131,1
20120826,143,1,1,40,123,2
20120909,143,1,1,40,6108,1
20120903,143,1,1,40,6108,1
20120908,143,1,1,40,123,1
20120913,143,1,1,40,123,4
20120908,143,1,1,40,5243,1
20120919,143,1,1,45,6108,1
20120922,143,1,1,53,1095,1
20120921,143,1,1,53,1095,1
20120928,143,1,1,45,6090,2
20121004,143,1,1,40,1095,1
20121014,143,1,1,30,123,1
20121028,143,1,1,40,6108,3
20121118,143,1,1,40,123,1
20121113,143,1,1,40,6108,1
20121113,143,1,1,40,1095,1
20121124,143,1,1,40,1095,2
20121130,143,1,1,45,6108,1
20130118,143,1,1,40,1131,3
20130124,143,1,1,40,7109,2
20130121,143,1,1,40,1131,1
20120118,143,1,1,46,5157,2
20120202,143,1,2,30,5243,1
20120201,143,1,1,46,5157,1
20120216,143,1,1,50,6108,2
20120217,143,1,2,21,123,1
20120213,143,1,1,50,123,1
20120217,143,1,2,65,123,2
20120228,143,1,1,46,6294,1
20120308,143,1,2,30,123,1
20120411,143,1,2,31,5243,1
20120428,143,1,1,50,5157,1
20120429,143,1,1,50,5157,2
20120424,143,1,1,46,1095,1
20120511,143,1,1,50,5243,1
20120515,143,1,1,63,6108,3
20120528,143,1,1,63,6090,2
20120612,143,1,2,32,123,1
20120725,143,1,2,31,123,1
20120725,143,1,2,32,123,1
20120809,143,1,2,65,5243,1
20120921,143,1,2,65,5243,1
20120928,143,1,2,30,5243,1
20121012,143,1,1,48,6090,1
20121124,143,1,1,50,6108,1
20120210,144,1,1,40,6294,1
20120401,144,1,1,45,5157,1
20120420,144,1,1,40,6090,1
20120504,144,1,1,58,6259,3
20120509,144,1,1,40,1095,2
20120521,144,1,1,51,6257,1
20120521,144,1,1,40,6257,1
20120524,144,1,1,41,6108,3
20120609,144,1,1,40,1095,1
20120724,144,1,1,52,123,1
