fecha,plan,sede,depto,ciudad,vendedor,cantidad
20120814,143,2,1,53,5773,2
20120829,143,2,1,53,1127,3
20120830,143,2,1,53,5754,1
20120831,143,2,1,63,5773,1
20120904,143,2,1,53,4635,1
20120911,143,2,1,53,1674,2
20120915,143,2,1,53,5817,1
20120916,143,2,1,53,5754,2
20120916,143,2,1,53,5773,12
20120921,143,2,1,53,5754,2
20120921,143,2,1,53,5753,1
20120925,143,2,1,53,1873,2
20120921,143,2,1,53,1674,1
20120925,143,2,1,53,1674,2
20120926,143,2,1,53,1674,3
20121004,143,2,1,53,1674,1
20121008,143,2,1,53,5773,11
20121008,143,2,1,50,5773,2
20121011,143,2,1,53,600,1
20121013,143,2,1,53,5857,2
20121017,143,2,1,53,4635,1
20121017,143,2,1,53,5754,1
20121106,143,2,1,53,600,1
20121109,143,2,1,46,5873,1
20121126,143,2,1,53,5860,2
20121126,143,2,1,53,5817,4
20121130,143,2,1,53,5865,2
20121130,143,2,1,50,5858,1
20121130,143,2,1,53,1674,1
20121206,143,2,1,53,600,1
20121207,143,2,1,53,5874,1
20121214,143,2,1,53,5817,1
20130103,143,2,1,53,600,1
20130118,143,2,1,53,5872,1
20130119,143,2,1,63,5872,1
20130116,143,2,1,53,5879,3
20130119,143,2,1,53,5865,1
20130117,143,2,1,53,5865,2
20120312,144,2,1,53,1876,1
20120322,144,2,1,53,5753,1
20120329,144,2,1,50,5773,1
20120423,144,2,1,53,5773,1
20120916,144,2,1,53,5773,1
20120327,145,2,1,53,5796,1
20130612,153,2,1,53,5754,1
20130620,153,2,1,53,600,1
20130623,153,2,1,53,5865,1
20130503,153,2,1,53,5753,3
20130503,153,2,1,53,5879,7
20130503,153,2,1,53,1674,1
20130514,153,2,1,53,5879,2
20130517,153,2,1,53,5754,2
20130516,153,2,1,53,5879,5
20130516,153,2,1,53,5773,5
20130602,153,2,1,53,5879,11
20130625,153,2,1,53,5773,3
20130628,153,2,1,50,5773,3
20130628,153,2,1,50,6621,1
20130628,153,2,1,53,5865,2
20130628,153,2,1,53,5817,2
20130702,153,2,1,53,6621,1
20130707,153,2,1,53,5817,4
20130706,153,2,1,53,5817,3
20130708,153,2,1,53,600,1
20130711,153,2,1,53,5889,2
20130711,153,2,1,53,5858,1
20130710,153,2,1,53,5865,11
20130716,153,2,1,53,600,1
20130717,153,2,1,53,5858,1
20130714,153,2,1,53,5865,2
20130719,153,2,1,41,5889,1
20130722,153,2,1,53,1674,1
20130722,153,2,1,53,5865,2
20130728,153,2,1,53,6638,2
20130722,153,2,1,53,6638,1
20130726,153,2,1,53,5879,2
20130801,153,2,1,53,5865,2
20130807,153,2,1,53,5865,1
20130806,153,2,1,53,6656,2
20130806,153,2,1,53,6621,2
20130811,153,2,1,53,5889,1
20130803,153,2,1,53,5858,1
20130812,153,2,1,53,6621,1
20130824,153,2,1,53,5773,1
20130825,153,2,1,53,5817,1
20130823,153,2,1,53,6621,4
20130822,153,2,1,53,6656,5
20130203,153,2,1,81,5773,1
20130203,153,2,1,53,5753,2
20130208,153,2,1,53,5860,1
20130210,153,2,1,53,5875,1
20130207,153,2,1,53,5817,1
20130210,153,2,1,50,5858,1
20130214,153,2,1,53,5858,1
20130213,153,2,1,53,5889,2
20130218,153,2,1,53,5891,1
20130221,153,2,1,53,5860,3
20130221,153,2,1,53,5865,3
20130301,153,2,1,53,5754,2
20130302,153,2,1,53,5753,2
20130225,153,2,1,53,5889,2
20130303,153,2,1,53,5889,1
20130305,153,2,1,53,5879,3
20130305,153,2,1,50,5860,1
20130308,153,2,1,53,5860,1
20130308,153,2,1,53,5891,1
20130308,153,2,1,53,5875,1
20130308,153,2,1,53,5817,1
20130307,153,2,1,53,5858,3
20130314,153,2,1,53,5860,2
20130316,153,2,1,53,5865,1
20130311,153,2,1,53,5858,1
20130319,153,2,1,53,5879,4
20130320,153,2,1,53,5879,2
20130322,153,2,1,53,5817,2
20130321,153,2,1,53,5773,2
20130320,153,2,1,53,5773,1
20130402,153,2,1,53,5879,4
20130405,153,2,1,53,5865,1
20130401,153,2,1,53,5865,2
20130410,153,2,1,50,5879,1
20130411,153,2,1,53,5891,1
20130409,153,2,1,53,5753,1
20130501,153,2,1,53,5663,1
20130426,153,2,1,53,5891,3
20130424,153,2,1,53,5754,1
20130423,153,2,1,53,5879,1
20130423,153,2,1,53,5817,1
20130426,153,2,1,53,5817,3
20130902,153,2,1,53,5817,3
20130903,153,2,1,53,6621,1
20130903,153,2,1,53,6655,1
20130831,153,2,1,53,5773,2
20130904,153,2,1,53,5773,2
20130906,153,2,1,53,5773,2
20130906,153,2,1,53,5753,1
20120209,143,2,1,53,1674,1
20120310,143,2,1,53,1876,1
20120823,143,2,1,53,1674,2
20120113,143,2,1,53,1876,2
20120113,143,2,1,53,1674,1
20120120,143,2,1,53,1876,12
20120120,143,2,1,53,5784,1
20120116,143,2,1,53,5773,1
20120126,143,2,1,53,1873,2
20120126,143,2,1,53,5753,1
20120217,143,2,1,53,1876,6
20120221,143,2,1,53,1127,2
20120302,143,2,1,53,5753,1
20120228,143,2,1,53,5753,1
20120309,143,2,1,53,1127,1
20120316,143,2,1,53,1127,3
20120316,143,2,1,50,1873,1
20120321,143,2,1,53,1127,1
20120402,143,2,1,53,600,1
20120327,143,2,1,53,1876,1
20120413,143,2,1,53,5773,1
20120418,143,2,1,53,1876,5
20120427,143,2,1,53,5753,1
20120430,143,2,1,50,5753,1
20120502,143,2,1,50,5754,1
20120518,143,2,1,53,1876,3
20120518,143,2,1,53,1127,5
20120518,143,2,1,50,1127,3
20120524,143,2,1,53,5753,3
20120525,143,2,1,53,1127,3
20120524,143,2,1,63,1127,1
20120531,143,2,1,53,5753,2
20120604,143,2,1,53,1127,1
20120614,143,2,1,53,1127,5
20120613,143,2,1,53,5773,1
20120628,143,2,1,53,5754,2
20120704,143,2,1,53,5754,1
20120706,143,2,1,53,5773,9
20120720,143,2,1,53,5817,5
20120725,143,2,1,53,1127,3
20120805,143,2,1,53,5821,1
20120805,143,2,1,53,5817,3
20120731,143,2,1,53,5753,1
20120731,143,2,1,53,5754,1
20120731,143,2,1,53,5773,3
20120808,143,2,1,53,5753,2
20120813,143,2,1,53,5773,1
20120822,143,2,1,53,1127,1
20120818,143,2,1,53,5773,2
20120920,143,2,1,53,4635,2
20120829,143,2,1,53,5773,8
20120907,143,2,1,53,5754,1
20120905,143,2,1,53,1127,1
20120922,143,2,1,53,5817,1
20120923,143,2,1,53,600,1
20120923,143,2,1,53,5773,13
20120927,143,2,1,50,1873,1
20120928,143,2,1,53,4635,1
20121001,143,2,1,53,1674,1
20121008,143,2,1,53,5858,5
20121028,143,2,1,53,5753,1
20121030,143,2,1,53,600,1
20121101,143,2,1,53,5860,2
20121109,143,2,1,24,5860,1
20121109,143,2,1,53,5817,1
20121119,143,2,1,53,5754,5
20121119,143,2,1,53,5860,1
20121126,143,2,1,63,5875,1
20121124,143,2,1,53,4635,1
20121129,143,2,1,53,5773,1
20121206,143,2,1,53,5817,2
20121208,143,2,1,53,5875,1
20121212,143,2,1,50,5858,1
20130111,143,2,1,53,600,1
20130117,143,2,1,53,5872,2
20130119,143,2,1,53,5754,1
20130119,143,2,1,53,5773,1
20130120,143,2,1,53,5865,1
20130125,143,2,1,53,5872,2
20130123,143,2,1,53,5880,4
20120208,144,2,1,53,1876,1
20120213,144,2,1,53,5754,1
20120210,144,2,1,53,5754,1
20120217,144,2,1,53,5784,1
20120419,144,2,1,53,5753,1
20120507,144,2,1,53,1876,1
20120924,144,2,1,47,600,1
20120206,145,2,1,53,5753,1
20130528,153,2,1,53,5860,1
20130601,153,2,1,53,5773,3
20130604,153,2,1,63,5817,1
20130612,153,2,1,53,600,1
20130615,153,2,1,53,5754,1
20130611,153,2,1,53,5858,1
20130618,153,2,1,53,5879,2
20130617,153,2,1,53,5858,1
20130621,153,2,1,50,5773,8
20130618,153,2,1,53,5773,2
20130530,153,2,1,53,1873,1
20130508,153,2,1,53,5773,1
20130510,153,2,1,53,5817,2
20130507,153,2,1,53,5754,2
20130510,153,2,1,53,5879,1
20130517,153,2,1,53,5865,3
20130514,153,2,1,53,5817,1
20130520,153,2,1,53,5754,1
20130522,153,2,1,50,5858,3
20130525,153,2,1,53,5817,3
20130520,153,2,1,53,5865,5
20130526,153,2,1,53,600,1
20130530,153,2,1,53,5773,3
20130528,153,2,1,53,6621,2
20130529,153,2,1,53,5858,1
20130906,153,2,1,53,600,1
20130629,153,2,1,53,5865,1
20130625,153,2,1,53,5817,2
20130624,153,2,1,50,5891,1
20130627,153,2,1,53,5858,2
20130707,153,2,1,53,5865,5
20130706,153,2,1,53,5773,7
20130709,153,2,1,53,600,2
20130712,153,2,1,53,5753,2
20130718,153,2,1,53,5753,2
20130726,153,2,1,53,5865,5
20130726,153,2,1,53,5773,3
20130727,153,2,1,50,5773,1
20130726,153,2,1,50,5773,2
20130801,153,2,1,53,600,2
20130802,153,2,1,53,6638,1
20130805,153,2,1,53,6654,1
20130810,153,2,1,53,6639,1
20130809,153,2,1,53,5858,1
20130816,153,2,1,53,6621,1
20130814,153,2,1,53,5754,5
20130816,153,2,1,53,5817,1
20130816,153,2,1,53,6656,1
20130813,153,2,1,53,5773,3
20130814,153,2,1,53,5773,6
20130815,153,2,1,53,6638,2
20130815,153,2,1,53,5879,5
20130820,153,2,1,53,5754,1
20130821,153,2,1,53,6656,5
20130820,153,2,1,53,6656,1
20130830,153,2,1,53,6656,1
20130828,153,2,1,53,6639,1
20130829,153,2,1,53,5773,2
20130830,153,2,1,53,5773,3
20130131,153,2,1,53,5858,1
20130201,153,2,1,53,5865,1
20130204,153,2,1,53,5817,1
20130213,153,2,1,53,5879,2
20130221,153,2,1,53,5875,1
20130223,153,2,1,50,5858,1
20130219,153,2,1,53,5880,7
20130301,153,2,1,53,600,2
20130228,153,2,1,53,5754,1
20130226,153,2,1,53,5860,1
20130227,153,2,1,53,5889,1
20130226,153,2,1,53,5889,1
20130228,153,2,1,53,5773,1
20130306,153,2,1,53,5891,1
20130308,153,2,1,53,5858,2
20130313,153,2,1,53,5875,1
20130313,153,2,1,53,5773,1
20130312,153,2,1,50,5858,1
20130312,153,2,1,53,5858,1
20130315,153,2,1,53,5879,2
20130318,153,2,1,53,5754,1
20130413,153,2,1,53,5865,2
20130408,153,2,1,53,5865,2
20130411,153,2,1,50,5889,2
20130501,153,2,1,53,5879,1
20130418,153,2,1,53,5889,1
20130419,153,2,1,53,5773,2
20130424,153,2,1,53,5817,1
20130901,153,2,1,53,600,1
20130903,153,2,1,53,600,1
20130903,153,2,1,53,6639,1
20130905,153,2,1,53,5773,5
20130903,153,2,1,53,5753,1
20130906,153,2,1,53,6656,6
20120112,143,2,1,53,1127,5
20120126,143,2,1,53,5773,1
20120202,143,2,1,53,1674,2
20120203,143,2,1,53,1876,12
20120207,143,2,1,53,1876,9
20120209,143,2,1,53,1876,2
20120207,143,2,1,53,5773,3
20120220,143,2,1,53,5786,1
20120217,143,2,1,53,5754,2
20120214,143,2,1,53,5754,1
20120220,143,2,1,53,1876,3
20120223,143,2,1,53,5789,2
20120224,143,2,1,53,1876,3
20120223,143,2,1,53,5773,4
20120309,143,2,1,53,5796,1
20120312,143,2,1,53,1127,1
20120312,143,2,1,53,1873,1
20120316,143,2,1,63,5754,1
20120323,143,2,1,53,5796,1
20120322,143,2,1,53,1127,1
20120320,143,2,1,53,5773,1
20120329,143,2,1,53,1674,1
20120412,143,2,1,53,5753,1
20120416,143,2,1,53,5773,3
20120424,143,2,1,53,5754,1
20120424,143,2,1,53,5773,2
20120507,143,2,1,53,1876,8
20120504,143,2,1,53,1876,5
20120502,143,2,1,53,5753,2
20120514,143,2,1,50,1127,1
20120511,143,2,1,50,5816,1
20120510,143,2,1,53,5816,2
20120517,143,2,1,53,1876,4
20120518,143,2,1,50,5754,2
20120524,143,2,1,53,5754,2
20120530,143,2,1,53,5754,1
20120601,143,2,1,50,5754,1
20120601,143,2,1,53,5773,3
20120530,143,2,1,53,5816,1
20120604,143,2,1,53,600,1
20120607,143,2,1,53,600,1
20120612,143,2,1,53,1674,1
20120620,143,2,1,50,5753,1
20120624,143,2,1,53,5753,3
20120702,143,2,1,40,5816,1
20120712,143,2,1,53,1674,1
20120711,143,2,1,53,5773,3
20120713,143,2,1,53,1127,4
20120713,143,2,1,53,4635,1
20120716,143,2,1,53,5773,5
20120717,143,2,1,50,5773,1
20120726,143,2,1,53,1127,1
20120813,143,2,1,53,1127,11
20120813,143,2,1,53,5816,6
20120816,143,2,1,50,1873,1
20120820,143,2,1,53,5773,15
20120815,143,2,1,53,5773,1
20120829,143,2,1,53,5754,1
20120831,143,2,1,53,5754,1
20120828,143,2,1,53,1127,1
20120901,143,2,1,50,1127,1
20120907,143,2,1,53,5817,1
20120907,143,2,1,53,5753,1
20120913,143,2,1,53,5773,3
20120918,143,2,1,53,5753,1
20121114,143,2,1,53,5773,3
20120921,143,2,1,40,1674,1
20120930,143,2,1,53,5754,6
20121010,143,2,1,26,5753,1
20121028,143,2,1,53,600,1
20121026,143,2,1,53,4635,1
20121104,143,2,1,53,5773,7
20121104,143,2,1,53,5817,1
20121106,143,2,1,53,5773,2
20121116,143,2,1,53,5865,4
20121126,143,2,1,50,5773,7
20121129,143,2,1,53,5858,3
20121208,143,2,1,50,5754,1
20121214,143,2,1,53,5753,1
20130108,143,2,1,53,5858,2
20130108,143,2,1,53,5773,1
20130110,143,2,1,53,1674,4
20130116,143,2,1,53,5754,1
20130115,143,2,1,53,5865,1
20130113,143,2,1,53,5880,1
20130126,143,2,1,53,5879,8
20130124,143,2,1,53,5753,1
20120224,144,2,1,53,1876,1
20120222,144,2,1,53,5773,1
20120417,144,2,1,53,1876,3
20120420,144,2,1,53,1876,1
20120418,144,2,1,53,5753,1
20120527,144,2,1,53,5753,1
20121119,144,2,1,53,5860,1
20121126,144,2,1,53,5753,2
20130117,144,2,1,63,5875,1
20120827,146,2,1,53,600,1
20130531,153,2,1,53,5860,2
20130529,153,2,1,53,5817,3
20130605,153,2,1,53,5754,1
20130611,153,2,1,53,600,1
20130608,153,2,1,53,6621,1
20130614,153,2,1,53,5773,2
20130612,153,2,1,53,5753,1
20130619,153,2,1,53,5879,1
20130621,153,2,1,53,5889,4
20130621,153,2,1,50,5858,1
20130621,153,2,1,50,6621,8
20130503,153,2,1,53,5754,1
20130503,153,2,1,50,5879,1
20130507,153,2,1,53,5858,1
20130509,153,2,1,53,5754,1
20130509,153,2,1,53,5879,4
20130508,153,2,1,53,5879,1
20130514,153,2,1,50,5754,3
20130517,153,2,1,53,5879,1
20130522,153,2,1,53,5754,1
20130521,153,2,1,53,5858,1
20130521,153,2,1,53,6617,1
20130523,153,2,1,53,5753,1
20130524,153,2,1,53,5879,4
20130602,153,2,1,53,5754,2
20130627,153,2,1,53,5773,1
20130626,153,2,1,53,5773,2
20130625,153,2,1,53,5865,4
20130629,153,2,1,53,5817,3
20130628,153,2,1,53,5889,1
20130625,153,2,1,53,5889,1
20130704,153,2,1,53,5865,1
20130703,153,2,1,50,5754,2
20130705,153,2,1,53,5817,3
20130705,153,2,1,53,5753,1
20130710,153,2,1,53,5773,3
20130715,153,2,1,53,5754,1
20130716,153,2,1,53,5889,1
20130718,153,2,1,53,6639,1
20130716,153,2,1,53,5817,1
20130726,153,2,1,50,5889,1
20130722,153,2,1,53,5817,1
20130723,153,2,1,53,6638,1
20130731,153,2,1,53,5817,1
20130802,153,2,1,53,600,1
20130808,153,2,1,53,600,1
20130809,153,2,1,53,6655,1
20130806,153,2,1,53,5817,1
20130806,153,2,1,53,6653,1
20130813,153,2,1,53,5754,1
20130816,153,2,1,53,6638,7
20130822,153,2,1,53,6655,2
20130823,153,2,1,53,6654,2
20130822,153,2,1,53,6638,1
20130822,153,2,1,53,6621,5
20130828,153,2,1,53,600,1
20130829,153,2,1,53,5754,1
20130827,153,2,1,53,6621,1
20130830,153,2,1,53,6621,3
20130202,153,2,1,53,5858,3
20130203,153,2,1,53,5817,7
20130205,153,2,1,53,5817,1
20130210,153,2,1,40,5773,1
20130210,153,2,1,53,5858,10
20130209,153,2,1,53,5879,2
20130214,153,2,1,53,1674,1
20130213,153,2,1,53,1674,1
20130214,153,2,1,53,5879,1
20130215,153,2,1,53,1674,1
20130222,153,2,1,53,5879,5
20130223,153,2,1,53,5754,1
20130220,153,2,1,53,5754,1
20130220,153,2,1,53,5880,1
20130223,153,2,1,53,5889,3
20130303,153,2,1,77,5817,1
20130305,153,2,2,21,600,1
20130306,153,2,1,53,5879,1
20130316,153,2,1,53,5773,2
20130314,153,2,1,53,5773,1
20130322,153,2,1,53,5754,1
20130319,153,2,1,53,5817,1
20130322,153,2,1,53,5891,1
20130322,153,2,1,53,5773,4
20130404,153,2,1,53,5879,2
20130403,153,2,1,53,5889,1
20130409,153,2,1,53,5879,2
20130411,153,2,1,53,5879,1
20130410,153,2,1,53,5889,2
20130420,153,2,1,53,5865,2
20130424,153,2,1,53,5858,1
20130424,153,2,1,53,5879,2
20130427,153,2,1,53,5817,2
20130426,153,2,1,53,5773,2
20130422,153,2,1,53,5773,2
20130830,153,2,1,53,5753,2
20130903,153,2,1,53,5773,1
20120309,143,2,1,53,600,1
20120312,143,2,1,53,1876,2
20120308,143,2,1,53,1876,3
20120828,143,2,1,53,1674,2
20120824,143,2,1,53,4635,1
20120703,143,2,1,53,1674,1
20120505,143,2,1,53,1127,3
20120501,143,2,1,53,1127,1
20120504,143,2,1,53,1127,1
20120120,143,2,1,74,1127,1
20120202,143,2,1,53,1876,5
20120203,143,2,1,53,5754,2
20120210,143,2,1,53,5754,1
20120210,143,2,1,53,1876,1
20120213,143,2,1,53,5753,1
20120218,143,2,1,53,1127,2
20120216,143,2,1,53,1876,1
20120220,143,2,1,53,1873,1
20120223,143,2,1,53,5753,5
20120224,143,2,1,53,600,1
20120228,143,2,1,53,5754,2
20120229,143,2,1,53,1127,1
20120301,143,2,1,53,1876,2
20120302,143,2,1,53,1873,1
20120315,143,2,1,53,1876,3
20120322,143,2,1,53,5754,1
20120321,143,2,1,53,5754,1
20120413,143,2,1,53,1876,4
20120410,143,2,1,53,5753,3
20120411,143,2,1,53,5753,3
20120428,143,2,1,53,5754,1
20120505,143,2,1,53,5773,3
20120510,143,2,1,53,5754,2
20120510,143,2,1,50,1876,1
20120523,143,2,1,53,600,1
20120524,143,2,1,53,1127,4
20120530,143,2,1,53,5773,1
20120607,143,2,1,53,4635,1
20120606,143,2,1,53,1674,1
20120614,143,2,1,53,5817,1
20120612,143,2,1,53,5773,2
20120615,143,2,1,53,5773,5
20120712,143,2,1,53,5773,5
20120612,143,2,1,53,1127,1
20120726,143,2,1,53,5817,5
20120730,143,2,1,53,600,1
20120801,143,2,1,53,600,2
20120802,143,2,1,53,5773,1
20120905,143,2,1,53,4635,1
20120813,143,2,1,53,5753,1
20120816,143,2,1,53,4635,1
20120831,143,2,1,53,5773,3
20120901,143,2,1,53,1127,1
20120912,143,2,1,53,5773,2
20120919,143,2,1,40,4635,1
20120922,143,2,1,53,5858,2
20120921,143,2,1,53,5773,3
20120919,143,2,1,53,5773,1
20120927,143,2,1,53,5773,1
20121003,143,2,1,53,1674,2
20121009,143,2,1,53,4635,1
20121024,143,2,1,53,600,1
20121102,143,2,1,53,5754,1
20121104,143,2,1,53,5753,1
20121109,143,2,1,46,5865,2
20121109,143,2,1,53,5873,2
20121119,143,2,1,53,5872,5
20121126,143,2,1,53,5754,4
20121202,143,2,1,53,5860,1
20121201,143,2,1,63,5875,1
