20180215,203,1,48,9109,77,1
20180228,204,1,13,9115,46,1
20180308,203,1,48,9107,67,1
20180215,203,1,48,9110,267,1
20180307,203,1,48,9110,72,1
20180302,203,1,48,9107,216,1
20180316,381,1,48,9127,221,1
20180316,381,1,48,9128,46,1
20180316,381,1,48,9128,51,1
20180214,203,1,50,9109,56,1
20180316,203,1,48,9108,36,1
20180313,203,1,48,9115,41,1
20180202,203,1,48,9107,87,1
20180302,204,1,48,9110,56,1
20180308,203,1,48,9115,283,1
20180205,203,1,48,9116,56,1
20180207,204,1,50,9109,226,1
20180223,203,1,50,9115,46,3
20180315,381,1,14,9129,41,1
20180316,381,1,14,9123,41,1
20180316,381,1,29,9132,267,1
20180208,203,1,86,9111,16,1
20180315,203,1,29,9115,51,1
20180302,203,1,30,9107,46,1
20180228,204,1,22,9116,196,1
20180213,203,1,22,9116,51,1
20180227,203,1,21,9116,16,1
20180313,203,1,32,9115,41,1
20180309,203,1,10,9108,41,1
20180316,381,1,94,9126,46,1
20180314,203,1,48,9107,226,1
20180305,205,1,48,9115,252,1
20180131,203,1,48,9112,51,1
20180316,381,1,94,9137,236,1
20180215,381,1,62,9119,206,1
20180216,204,1,13,9112,72,1
20180131,203,1,48,9110,41,1
20180307,203,1,74,9115,226,1
20180315,381,1,48,9123,46,1
20180310,381,1,32,9123,216,1
20180315,385,1,14,9129,226,1
20180302,203,1,34,9113,191,1
20180219,381,2,13,7763,87,1
20180221,381,2,13,7767,72,1
20171110,371,2,13,7747,31,2
20180228,381,2,13,7768,77,1
20180201,203,2,13,7755,221,1
20180126,381,2,13,7747,221,1
20171102,372,2,13,7748,113,1
20180305,381,2,13,7764,113,1
20180106,371,2,13,7747,319,1
20180223,381,2,13,7767,77,1
20171215,371,2,13,7747,46,1
20180315,381,2,13,7747,252,1
20180316,381,2,13,7747,82,1
20180117,381,2,13,7747,118,1
20180219,385,2,13,7761,252,1
20180307,203,2,13,7757,72,1
20171102,372,2,13,7748,118,1
20171101,371,2,19,7747,21,1
20171031,371,2,19,7747,201,1
20171031,371,2,19,7747,26,1
20171107,371,2,19,7747,181,1
20180216,381,2,13,7747,87,1
20171201,371,2,13,7747,82,2
20180309,381,2,13,7768,252,1
20171027,371,2,13,7747,231,1
20180223,203,2,13,7758,324,1
20180302,381,2,33,7759,56,1
20180308,381,2,33,7762,221,1
20180307,381,2,33,7761,231,1
20180216,382,2,9,7752,257,1
20180130,381,2,9,7749,77,2
20180202,381,2,9,7747,77,1
20180131,381,2,9,7747,87,1
20180208,381,2,9,7747,77,1
20180215,381,2,9,7749,72,1
20180213,381,2,9,7747,267,1
20180314,381,2,9,7754,77,1
20180228,381,2,9,7752,226,1
20180316,381,2,9,7749,51,1
20180309,381,2,9,7754,77,1
20180221,381,2,9,7748,21,1
20171108,372,2,9,7748,72,1
20180124,381,2,9,7749,77,1
20180313,381,2,9,7754,77,1
20171128,371,2,9,7753,196,1
20180103,371,2,9,7748,191,1
20180130,381,2,9,7749,6,1
20180125,381,2,9,7747,51,1
20180214,381,2,9,7754,221,1
20180118,381,2,9,7748,72,1
20180306,381,2,9,7748,82,1
20180309,381,2,9,7749,257,1
20180314,381,2,9,7748,82,1
20180215,381,2,9,7754,21,1
20180226,381,2,13,7760,108,1
20171027,371,2,13,7747,77,1
20180305,381,2,9,7748,191,1
20180302,381,2,9,7748,196,1
20171214,193,5,112,2859,288,1
20180202,203,5,112,2861,41,1
20180205,381,5,112,2863,118,1
20180204,381,5,122,2868,72,1
20180206,381,5,122,2868,262,1
20180210,381,5,112,2864,41,1
20180208,381,5,112,2864,51,1
20180305,381,5,122,2873,267,1
20180316,381,5,112,2879,267,1
20180225,381,3,69,5510,82,1
20180214,203,3,69,5505,77,1
20180215,382,3,69,5509,16,1
20180313,203,3,69,5515,221,1
20180307,203,3,69,5515,288,1
20180302,381,3,69,5513,236,1
20180222,203,3,69,5505,67,1
20180308,381,3,69,5511,77,1
20180314,203,3,69,5518,72,1
20180306,204,3,69,5514,108,1
20180314,203,3,69,5519,278,1
20180221,203,3,69,5519,108,1
20180314,381,3,40,5511,41,1
20180209,381,3,78,5508,41,1
20180313,381,3,11,5507,46,1
20180308,203,3,54,5515,56,1
20180309,203,3,54,5515,82,1
20180220,203,3,69,5518,82,1
20180314,203,3,69,5519,72,1
20180213,381,3,78,5508,41,1
20180201,203,3,72,5505,41,1
20180222,381,3,69,5512,267,1
20180313,381,6,100,6535,21,1
20180305,205,1,48,9115,221,1
20180315,381,1,48,9142,56,1
20180315,381,1,48,9129,231,1
20180316,381,1,48,9128,221,1
20180209,205,1,48,9110,72,1
20180312,204,1,48,9112,262,1
20180307,204,1,48,9110,41,1
20180216,203,1,48,9114,108,1
20180216,203,1,48,9113,113,1
20180131,204,1,48,9111,257,1
20180307,204,1,50,9109,46,1
20180303,381,1,59,9124,11,1
20180202,203,1,14,9116,46,1
20180213,203,1,14,9116,51,1
20180301,203,1,86,9111,226,1
20180220,203,1,86,9111,16,1
20180214,381,1,32,9121,211,1
20180209,381,1,32,9121,41,1
20180308,381,1,32,9123,82,1
20180308,381,1,32,9123,87,1
20180316,381,1,94,9133,226,1
20180223,381,1,32,9121,51,1
20180223,381,1,32,9121,56,1
20180302,381,1,32,9123,226,1
20180316,381,1,32,9123,56,1
20180316,381,1,32,9123,221,1
20180314,381,1,46,9132,41,1
20180314,203,1,65,9114,216,1
20180209,203,1,13,9116,72,1
20180209,381,1,13,9121,11,1
20180220,203,1,74,9116,221,1
20180214,205,1,13,9110,98,1
20180226,203,1,9,9111,196,1
20180226,203,1,9,9111,72,1
20180305,203,1,84,9111,16,1
20180131,203,1,14,9115,36,1
20180308,205,1,13,9115,139,1
20180315,204,1,13,9110,278,2
20180228,381,2,13,7761,87,1
20180223,381,2,13,7767,247,1
20180227,381,2,13,7766,67,1
20180202,381,2,13,7747,77,1
20180223,381,2,13,7759,144,1
20180306,203,2,13,7758,72,1
20180126,381,2,13,7748,293,1
20180316,203,2,13,7758,283,1
20171027,371,2,13,7747,67,1
20180109,371,2,13,7748,262,1
20180118,381,2,13,7747,231,1
20180307,204,2,13,7758,41,1
20180316,204,2,13,7758,288,1
20180315,381,2,13,7747,87,2
20171205,371,2,13,7754,41,1
20171102,371,2,19,7747,191,1
20171123,371,2,19,7747,16,2
20171129,371,2,19,7747,11,1
20171122,371,2,19,7747,26,1
20171109,371,2,19,7747,201,1
20180208,381,2,13,7748,267,1
20180203,381,2,13,7748,82,1
20180125,381,2,9,7747,72,1
20180205,381,2,9,7752,72,1
20180301,203,2,13,7758,267,1
20180313,381,2,13,7748,144,1
20180314,381,2,33,7759,201,1
20180316,382,2,33,7767,191,1
