depto,ciudad,fecha,,vendedor,cantidad
1,53,20160511,6,1776,3
1,53,20180208,6,1279,2
1,53,20171003,6,1243,1
1,53,20170704,8,3602,1
1,53,20170919,6,4243,1
1,53,20141211,7,4042,1
1,67,20151104,4,4266,1
1,67,20151125,4,4065,1
1,67,20180219,3,7231,1
1,75,20140124,3,1047,1
1,75,20151219,4,1161,1
1,75,20170401,4,1046,1
1,73,20121025,4,1025,1
1,73,20130321,4,1964,1
1,73,20140528,3,1851,1
1,73,20141126,4,1812,1
1,73,20140628,4,1002,1
1,73,20150126,3,1812,1
1,73,20150327,4,1812,1
1,73,20150729,3,1684,1
1,73,20161011,4,4051,1
1,73,20170428,4,4003,1
1,73,20170407,3,1179,1
1,73,20171130,4,1756,1
1,73,20180122,4,4080,1
1,75,20120802,3,1964,1
1,75,20130731,3,1986,1
1,75,20170623,4,4051,1
1,82,20170926,4,1819,1
1,77,20160504,4,4138,1
1,67,20150821,4,1812,1
1,67,20171218,4,7223,1
1,89,20121110,4,1708,1
1,89,20150401,4,1025,1
1,89,20160126,4,3033,1
1,89,20160212,3,2323,2
1,89,20170615,4,4087,1
1,89,20170929,4,3033,1
1,89,20180130,4,1880,1
1,67,20150108,3,1013,1
1,67,20150915,4,1828,1
1,67,20170810,3,1179,2
1,67,20170227,4,4051,1
1,67,20171114,4,7223,1
1,67,20171128,3,1812,1
1,67,20171127,3,8221,1
1,67,20120322,4,1819,1
1,67,20120906,4,1137,1
1,67,20130705,4,4043,1
1,67,20121203,4,1066,1
1,67,20140214,4,1275,1
1,67,20151207,4,1022,1
1,77,20140414,4,1454,1
1,77,20150714,4,1916,1
1,77,20160910,4,4270,1
1,77,20161214,4,1002,1
1,67,20140929,4,1797,3
1,67,20131125,4,1066,1
1,67,20140123,4,4081,1
1,67,20150616,4,1819,1
1,67,20150508,4,1179,1
1,67,20171024,4,1064,1
1,67,20180112,4,1076,1
1,67,20130425,4,1025,1
1,67,20140917,4,1023,1
1,67,20170918,3,1036,1
1,67,20151126,4,1827,1
1,71,20130105,3,1028,1
1,71,20130810,4,1851,1
1,71,20130930,4,4063,1
1,71,20140918,3,1059,1
1,71,20140612,3,1888,1
1,71,20140128,4,1985,2
1,71,20140121,4,1023,1
1,71,20140120,4,1023,1
1,71,20141118,4,1797,1
1,71,20140620,3,1002,1
1,71,20141118,4,1002,1
1,71,20141229,4,1851,1
1,71,20151105,3,1678,1
1,71,20150409,3,4056,1
1,71,20150121,3,1888,1
1,71,20151121,4,4051,1
1,71,20151222,4,4051,1
1,71,20150407,4,4051,2
1,71,20160106,4,1002,1
1,71,20151008,4,1812,1
1,71,20150702,4,1954,1
1,71,20150702,4,4056,1
1,71,20160728,4,1760,1
1,71,20160120,3,4051,1
1,71,20160426,3,1243,1
1,71,20160920,4,1025,1
1,71,20160308,3,1279,1
1,71,20160422,4,1161,1
1,71,20160920,4,4003,1
1,71,20170905,4,1025,1
1,71,20170603,4,4051,1
1,71,20170405,4,1179,1
1,71,20170130,4,4051,3
1,71,20170126,4,3034,1
1,71,20170627,4,1819,2
1,71,20171220,4,1963,1
1,71,20171114,4,1279,1
1,71,20171202,4,1023,1
1,67,20140213,4,1845,2
1,67,20140815,4,1118,1
1,67,20150121,4,1120,1
1,67,20150925,4,1161,1
1,67,20170614,4,1064,1
1,67,20171220,4,1963,1
1,82,20150824,4,4302,1
1,76,20160402,4,4004,1
1,76,20130308,4,1023,1
1,67,20121220,4,1162,1
1,67,20140331,4,1002,1
1,67,20151106,4,4066,1
1,67,20150630,3,4003,1
1,67,20150908,4,3511,1
1,67,20150918,4,3511,1
1,67,20160527,4,1025,1
1,67,20160223,4,3020,1
1,67,20160713,3,1135,1
1,67,20161216,3,1028,1
1,67,20170302,3,4051,1
1,67,20171201,3,4270,1
1,67,20180213,4,4051,1
1,76,20150320,4,1994,1
1,66,20131026,3,1812,1
1,66,20150610,3,4238,1
1,66,20160226,4,4270,1
1,66,20170622,3,1076,2
1,66,20170629,4,1013,1
1,66,20150630,4,4266,1
1,69,20150330,3,4279,1
1,69,20150128,4,1954,1
1,69,20160829,3,1812,1
1,69,20160824,4,8223,1
1,69,20160715,4,1161,1
1,67,20151105,4,1964,2
1,67,20160803,4,1030,1
1,67,20171004,3,1047,1
1,71,20120914,3,1812,1
1,71,20121002,3,1954,1
1,71,20140725,4,4042,1
1,71,20150114,4,4138,1
1,71,20150106,4,1283,1
1,71,20140613,4,1916,1
1,71,20150225,4,1812,1
1,71,20150619,4,1712,1
1,71,20140912,3,1874,1
1,71,20150731,4,1076,1
1,71,20150413,4,1908,2
1,71,20150911,4,1916,1
1,71,20160125,4,1022,1
1,71,20150923,4,1916,2
1,71,20150709,4,1678,2
1,71,20150427,4,4060,1
1,71,20150622,3,4065,1
1,71,20151007,4,4270,1
1,71,20150818,4,1684,1
1,71,20160113,3,4138,1
1,71,20151217,3,1828,1
1,71,20160408,3,1963,1
1,71,20160711,4,1812,1
1,71,20160309,4,1963,1
1,71,20160802,4,1760,1
1,71,20160810,4,1812,1
1,71,20171227,4,8213,1
1,71,20170303,3,1760,1
1,71,20161108,4,1028,1
1,71,20170612,4,1888,1
1,71,20170426,3,4003,1
1,71,20170620,4,1002,2
1,71,20170614,4,4003,1
1,71,20171116,4,4003,1
1,71,20120419,4,1950,1
1,71,20140707,4,1868,1
1,71,20140626,4,1236,1
1,71,20140723,4,1954,1
1,71,20140520,3,4123,1
1,71,20140122,3,1022,1
1,71,20160310,4,4051,2
1,71,20150626,3,1985,1
1,71,20160420,3,4140,1
1,71,20160523,4,1030,1
1,71,20160504,4,1030,1
1,71,20161228,4,1173,1
1,71,20170511,4,1812,1
1,71,20170117,4,4051,1
1,71,20160916,4,1888,1
1,71,20161221,3,4051,1
1,71,20161207,3,1963,1
1,71,20161209,4,1963,1
1,71,20130515,4,1025,1
1,71,20150714,4,1812,1
1,71,20150409,4,1678,1
1,71,20150709,3,1812,1
1,71,20151104,4,1828,1
1,71,20151104,4,1027,1
1,71,20160226,3,1022,1
1,71,20170302,4,4051,1
1,71,20161128,4,1028,1
1,71,20170630,4,4051,1
1,71,20180109,4,1030,1
1,71,20121211,4,1797,1
1,71,20130920,4,4124,1
1,71,20121018,4,1851,1
1,71,20130827,3,1678,1
1,71,20130815,3,1002,1
1,71,20130425,3,4065,1
1,71,20140326,4,1118,1
1,71,20140923,4,1023,1
1,71,20140319,4,1893,1
1,71,20150924,4,1929,1
1,71,20150226,4,1756,1
1,71,20150424,4,1064,1
1,71,20150425,3,1002,1
1,71,20151119,4,4290,1
1,71,20150909,4,4065,1
1,71,20150822,4,1812,2
1,71,20150922,4,4065,1
1,71,20151209,4,1023,1
1,71,20161021,4,1002,1
1,71,20160912,4,4051,1
1,71,20170726,4,1137,1
1,71,20170504,4,1279,1
1,71,20161103,4,1893,1
1,71,20171114,4,1714,1
1,71,20170217,4,1812,2
1,71,20170811,3,1714,1
1,71,20171116,3,4270,1
1,71,20170303,3,4051,1
1,71,20170614,3,4051,1
1,71,20170823,3,1916,1
1,71,20171125,3,4051,1
1,71,20170621,3,4003,1
1,71,20171002,4,4051,1
1,71,20150717,4,1812,1
1,71,20121018,4,989,1
1,71,20120614,4,989,1
1,71,20130523,3,1828,2
1,71,20130212,4,1722,1
1,71,20150911,4,1022,1
1,71,20150424,4,1954,1
1,71,20150911,4,1047,1
1,71,20150627,4,4080,1
1,71,20170621,3,1161,1
1,71,20170518,4,1736,1
1,71,20170627,4,1279,1
1,71,20170330,4,1022,1
1,71,20171221,4,1868,1
1,71,20130723,3,1916,1
1,71,20140214,3,1023,1
1,71,20140912,3,1963,1
1,71,20140729,3,4042,1
1,71,20150321,3,4051,1
1,71,20171012,3,7185,1
1,71,,3,1203,1
1,71,20161108,4,4051,1
1,71,20171121,4,1118,1
1,71,20121219,4,1888,2
1,71,20140423,4,1064,1
1,71,20140721,4,1132,1
1,71,20141128,4,1161,1
1,71,20150305,4,1888,1
1,71,20160615,3,4051,1
1,71,20161202,4,1896,1
1,71,20150216,4,1023,1
1,71,20150521,4,1812,1
1,71,20160121,4,1279,1
1,71,20140527,3,4065,1
1,71,20170715,4,4051,1
1,71,20170516,4,1279,1
1,71,20170606,4,1025,1
1,71,20120817,4,1786,1
1,71,20160203,3,1678,1
1,71,20170429,4,4003,1
1,71,20170816,3,1198,1
1,71,20150928,4,1059,1
5,2,20160628,4,471,1
5,2,20160801,4,3586,1
5,2,20160605,4,4194,1
5,2,20160811,4,937,1
5,2,20160510,4,783,1
5,2,20160928,4,4294,1
5,2,20160620,4,4475,1
5,2,20160628,3,4238,1
5,2,20160628,3,4214,1
5,2,20160421,4,4489,1
5,2,20160420,4,3021,2
5,2,20160420,4,4333,1
5,2,20170713,4,4489,1
5,2,20170918,4,490,2
5,2,20171025,4,4450,1
5,2,20151113,3,4275,1
5,2,20161219,4,3511,1
5,2,20171127,4,3019,1
5,2,20151126,3,882,1
5,2,20170121,4,4170,1
5,2,20160520,4,3059,1
5,2,20160520,4,3511,1
5,2,20161003,4,666,1
5,2,20171214,4,4098,1
5,2,20160926,3,3005,1
5,2,20171102,4,768,1
5,2,20171115,4,783,1
5,2,20160120,3,4065,1
5,2,20160406,4,4488,1
5,2,20160517,4,783,1
5,2,20170907,3,937,1
5,2,20151125,3,1776,1
5,2,20180223,4,4238,1
5,2,20170118,3,3072,1
5,2,20180206,4,4333,1
5,2,20161014,3,3006,1
5,2,20170303,3,3009,1
5,2,20170908,4,403,1
5,2,20170623,4,3062,1
5,2,20171003,4,4038,1
5,2,20150904,4,3517,1
5,2,20171218,4,4175,1
5,2,20171216,4,4243,1
5,2,20171219,3,636,1
5,2,20151105,4,783,1
5,2,20170810,4,449,1
5,2,20161128,3,3517,1
5,2,20161118,3,466,1
5,2,20161003,4,3072,1
5,2,20171110,4,416,1
1,77,20130629,2,1812,1
1,77,20131118,1,1060,1
1,77,20131212,2,1240,1
1,77,20150306,2,1994,1
1,77,20150422,2,4138,1
1,67,20121106,3,1025,1
1,67,20121212,4,1013,1
1,67,20130319,4,1812,1
1,67,20130110,3,4063,1
1,67,20130821,4,1046,1
1,67,20131025,3,1916,1
1,67,20140402,4,4043,1
1,67,20140424,3,1828,1
1,67,20150616,4,1812,1
1,67,20151016,4,1908,1
1,67,20150819,3,1059,1
1,67,20141114,3,1023,1
1,67,20141009,3,1812,1
1,67,20150502,4,1161,1
1,67,20151103,3,1066,1
1,67,20150325,4,1851,1
1,67,20150218,4,1819,1
1,67,20150528,4,4056,1
1,67,20151203,4,1908,1
1,67,20150701,3,4051,1
1,67,20150626,4,4070,1
1,67,20160428,4,1027,1
1,67,20160225,4,1046,1
1,67,20160817,4,1819,1
1,67,20161214,3,1678,1
1,67,20160805,3,1797,1
1,67,20161222,4,1819,1
1,67,20160926,4,1027,1
1,67,20170623,4,1030,2
1,67,20170623,4,1023,1
1,67,20170726,4,1888,1
1,67,20170717,4,1963,1
1,67,20171214,4,4478,1
1,67,20171101,4,1030,1
1,67,20171216,3,1279,3
1,67,20180125,4,7223,1
1,41,20130425,5,1812,1
1,69,20151013,3,4324,1
1,73,20170630,4,1963,2
1,67,20121004,4,1964,1
1,67,20130121,4,937,1
1,67,20140412,4,1769,1
1,67,20140721,4,1069,1
1,67,20150206,3,1013,1
1,67,20160128,4,4068,1
1,67,20151020,4,4140,1
1,67,20171017,3,1022,1
1,67,20170228,3,4042,1
1,67,20170731,3,4075,1
1,67,20170717,4,8210,1
1,67,20180216,3,1783,1
1,67,20141230,6,4065,1
1,67,20160209,5,1243,1
1,67,20170825,6,1812,1
1,73,20120315,4,1812,1
1,73,20130522,4,1203,1
1,73,20150318,4,4051,1
1,73,20160328,4,1173,1
1,73,20160812,4,4051,1
1,73,20160513,4,1022,1
1,73,20160709,4,1161,1
1,73,20170103,4,1812,1
1,73,20171215,4,4003,1
1,67,20120831,6,1069,1
1,67,20120913,6,1722,1
1,67,20120412,6,1747,1
1,67,20130611,6,1028,1
1,67,20141017,6,1954,1
1,67,20150217,6,4070,1
1,67,20170309,6,1756,1
1,77,20150707,4,1066,1
1,67,20140402,6,1743,1
1,77,20170908,4,4115,1
1,77,20170728,4,1002,1
1,69,20171108,4,1047,1
1,67,20121123,4,1036,1
1,67,20120901,3,1283,1
1,67,20140512,3,4042,2
1,67,20140801,3,1161,1
1,67,20150205,4,4051,1
1,67,20150122,4,438,1
1,67,20150902,4,1200,1
1,67,20150701,4,1954,1
1,67,20170214,4,1812,1
1,67,20161010,4,8223,1
1,67,20160728,3,1888,1
1,67,20160711,4,4290,1
1,67,20160916,4,8209,1
1,67,20180202,3,1812,1
1,67,20180208,4,1819,1
1,69,20121008,3,1987,2
1,67,20140317,3,1283,1
1,67,20130715,4,1760,1
1,67,20120629,4,1028,1
1,67,20140410,4,1162,1
1,67,20161020,3,8213,1
1,79,20150630,4,1671,1
1,79,20151023,4,1002,1
1,79,20160504,4,1874,1
1,79,20130413,4,1812,1
1,79,20151005,4,1002,1
1,70,20121002,4,1064,1
1,70,20150707,4,4051,1
1,70,20160126,4,4051,1
1,67,20160916,3,4075,1
1,83,20140320,4,1199,1
1,83,20180207,3,7223,1
1,83,20180223,3,7223,1
1,85,20150526,4,4042,2
1,85,20150526,4,1819,1
1,88,20131102,4,1046,1
5,2,20140703,4,464,1
1,67,20120108,3,1868,1
1,67,20131211,3,1929,1
1,67,20161024,4,1874,1
1,67,20170913,4,1812,2
1,67,20130716,3,1828,1
1,67,20130712,3,4069,2
1,67,20160318,4,1828,1
1,67,20160830,3,4051,1
1,67,20170321,4,1797,1
1,67,20170317,4,4051,1
1,67,20170627,4,8207,1
1,67,20180123,4,4140,1
1,67,20160607,3,4051,1
1,67,20160428,3,1954,1
1,67,20150820,5,4124,1
1,67,20141127,6,1022,1
1,67,20150506,6,1916,1
1,67,20150504,6,1031,1
1,67,20151120,5,1812,1
1,67,20151229,6,1888,1
1,67,20160218,6,1671,1
1,67,20160916,6,1118,1
1,67,20171024,6,1812,1
1,76,20130111,4,1025,1
1,67,20120216,3,1946,1
1,85,20180123,3,1746,1
1,73,20150511,3,1022,1
1,73,20160602,3,4266,1
1,73,20170313,4,1030,1
1,73,20170915,3,1192,1
1,73,20180116,4,1714,1
1,87,20151215,1,8209,1
1,75,20151028,3,1881,1
1,76,20140214,3,1963,1
1,83,20160603,4,4477,1
1,67,,11,1026,1
1,66,20140312,3,1743,1
1,67,20161021,3,4478,1
1,67,20161128,5,1013,1
1,67,20170706,5,1013,1
5,2,20171211,4,500,1
1,67,20160105,3,4455,1
1,75,20160406,3,1137,1
1,75,20160512,4,1188,1
1,75,20170515,4,4266,1
1,75,20170615,3,1161,1
1,83,20150313,3,4041,1
1,83,,3,4228,1
1,75,20170516,4,4140,1
1,77,20170928,4,4478,1
1,67,20170912,1,7223,1
1,67,20170908,1,1279,1
1,67,20170217,6,1812,1
1,88,20150922,6,1002,1
1,88,20160211,5,4266,1
1,88,20160310,6,1030,1
1,88,20170317,6,4435,1
1,79,20130608,4,1161,1
1,79,20141112,3,1812,1
1,79,20170608,4,1030,1
1,69,20171101,3,1002,1
1,83,20130212,3,1678,1
1,83,20121212,3,1786,1
1,83,20140213,3,1176,1
1,83,20141205,3,1077,1
1,83,20150331,4,1812,1
1,83,20140216,4,1812,1
1,83,20150803,3,4003,1
1,83,20150729,3,4270,1
1,83,20160722,3,1888,1
1,83,20161205,4,1023,1
1,83,20170403,4,1161,1
1,83,20160713,3,3056,1
1,83,20160613,3,1161,1
1,83,20170515,3,1051,1
1,83,20161129,4,1819,1
1,83,20161007,3,3511,1
1,83,20171030,4,1002,2
1,83,20170816,4,4051,1
1,87,20160910,3,4174,2
1,88,20150812,4,4210,1
1,77,20150130,3,1985,1
1,77,20160616,4,4129,1
1,77,20161128,3,1028,1
1,77,20171107,3,1888,1
1,87,20170420,4,4051,1
1,87,20160506,4,1135,1
1,87,20160506,4,4003,1
1,87,20161013,4,4158,1
1,87,20121109,4,1135,1
1,87,20121116,4,1002,1
1,87,20140516,4,3517,1
1,87,20150117,4,1868,1
1,87,20141029,4,4193,1
1,87,20140930,4,1161,1
1,87,20150505,4,1713,1
1,87,20150922,4,4344,1
1,87,20160309,4,2091,1
1,87,20151223,4,4270,1
1,87,20160622,4,1812,1
1,87,20160901,3,1986,1
1,87,20160719,3,4265,1
1,87,20170407,3,4127,1
1,87,20170202,4,2091,1
1,87,20171025,3,4342,1
1,87,20171023,3,4020,1
1,87,20180223,4,1714,1
1,67,20120615,6,1812,1
1,67,20130313,6,1851,1
1,67,20120518,6,1047,1
1,67,20130507,6,1002,1
1,67,20131022,5,1985,2
1,67,20131010,5,1963,1
1,67,20140121,6,1023,2
1,67,20140425,6,1046,1
1,67,20140716,6,1743,1
1,67,20140529,6,1819,1
1,67,20140331,6,1924,1
1,67,20130912,6,1828,1
1,67,20131030,6,1637,1
1,67,20140627,6,1161,1
1,67,20140127,6,1819,1
1,67,20140603,6,3602,2
1,67,20140929,6,1030,1
1,67,20140825,6,1812,2
1,67,20140902,6,1237,1
1,67,20140224,6,1851,1
1,67,20150117,6,1025,1
1,67,20140616,6,1023,1
1,67,20140505,6,1023,1
1,67,20140410,6,1023,1
1,67,20150425,6,4051,2
1,67,20141209,6,4042,1
1,67,20141112,6,4203,1
1,67,20140820,6,1712,1
1,67,20140820,6,1812,2
1,67,20150729,6,4051,1
1,67,20160420,6,4440,1
1,67,20151105,5,4220,1
1,67,20150706,6,4051,4
1,67,20150805,6,4270,1
1,67,20151223,6,1030,2
1,67,20150708,6,1819,1
1,67,20151228,6,1828,2
1,67,20150730,6,1023,2
1,67,20160421,6,1198,1
1,67,20160220,6,1046,2
1,67,20160418,6,1819,2
1,67,20160127,5,4478,2
1,67,20150717,5,1985,2
1,67,20150717,5,1023,1
1,67,20150717,5,1030,1
1,67,20150810,5,1816,1
1,67,,6,8207,1
1,67,20160820,6,8210,1
1,67,20160729,6,1161,1
1,67,20160427,6,1828,1
1,67,20151104,6,4003,1
1,67,20161024,6,4003,1
1,67,20160906,6,1950,1
1,67,20160725,6,1812,1
1,67,20160831,6,1047,1
1,67,20160726,6,1161,1
1,67,20160912,6,4266,2
1,67,20160917,6,4003,4
1,67,20170117,6,1954,2
1,67,20160822,6,1819,1
1,67,20160617,6,1023,2
1,67,20160719,6,1002,1
1,67,20170424,6,4051,2
1,67,20170314,5,1711,1
1,67,20170824,6,1819,2
1,67,20161001,6,1888,1
1,67,20170710,6,1279,5
1,67,20170815,6,4004,1
1,67,20170112,6,1963,1
1,67,20170307,6,4042,2
1,67,20170518,6,1023,1
1,67,20180110,6,1002,1
1,67,20180127,6,1025,1
1,67,20170603,6,1051,1
1,67,20170421,6,8200,1
1,67,20171114,6,1812,1
1,67,20170711,6,1279,3
1,67,20170801,6,4051,9
1,67,20180306,6,669,1
1,67,20170721,6,4056,1
1,67,20180110,6,1046,1
1,67,20170818,6,7223,1
1,67,20180130,6,8221,1
1,67,20180219,6,1023,1
1,70,20121218,5,1678,1
1,70,20121211,6,1985,1
1,70,20131203,6,1985,2
1,70,,6,1002,1
1,70,20120829,6,1741,1
1,70,20130108,6,1022,1
1,70,20121010,5,1741,1
1,70,20141213,6,1118,1
1,70,20140526,6,1236,1
1,70,20140513,6,1818,1
1,70,20130206,6,4063,1
1,70,20130301,6,1030,1
1,70,20130702,6,3511,1
1,70,20131002,6,1828,1
1,70,20141002,6,1066,1
1,70,20140922,6,1963,1
1,70,20131009,6,1036,1
1,70,20140605,6,1819,1
1,70,20131217,6,1985,1
1,70,20131114,6,1916,2
1,70,20140519,5,1916,1
1,70,20140906,6,4073,1
1,70,20140526,6,1046,1
1,70,20140108,6,1756,1
1,70,20140722,6,3062,1
1,70,20140224,6,1283,1
1,70,20140811,6,1066,1
1,70,20141122,6,1963,1
1,70,20141023,6,1845,1
1,70,20150210,6,3066,1
1,70,20150731,6,1985,1
1,70,20141124,6,4032,1
1,70,20150413,5,1022,1
1,70,20141114,5,1812,1
1,70,20150331,6,4270,1
1,70,20151111,5,4051,1
1,70,20150127,6,3511,1
1,70,20150207,6,1812,1
1,70,20151015,5,1812,1
1,70,20160225,5,1023,1
1,70,20150505,6,4003,1
1,70,20151003,6,1161,1
1,70,20160318,6,1036,1
1,70,20150824,6,1240,1
1,70,20160701,6,4051,1
1,70,20151216,6,1192,1
1,70,20160106,6,1030,1
1,70,20160514,6,1812,1
1,70,20160709,6,1812,1
1,70,20160623,6,3511,1
1,70,20160526,6,1756,1
1,70,20160905,5,1812,1
1,70,20151223,6,4270,2
1,70,20161004,6,4478,1
1,70,20170123,5,8221,1
1,70,20160614,5,1671,1
1,70,20161111,5,4051,1
1,70,20160512,5,1756,1
1,70,20160601,6,4465,1
1,70,20160609,6,4124,1
1,70,20170113,6,1916,1
1,70,20160924,6,8209,1
1,70,20170208,6,4266,1
1,70,20161215,5,449,1
1,70,20161205,6,1030,1
1,70,20161019,5,4003,1
1,70,20170306,5,4051,1
1,70,20170223,6,1756,1
1,70,20170505,6,1179,1
1,70,20170202,6,1137,1
1,70,20180103,6,1812,1
1,70,20170404,6,4003,1
1,70,20171124,5,7219,1
1,70,20171027,6,8211,1
1,70,20170908,6,1812,1
1,70,20170811,6,4266,1
1,70,20170515,6,1002,1
1,70,20171227,6,4183,1
1,70,20171110,5,4003,1
1,70,20171124,5,4051,1
1,70,20171207,5,4124,1
1,70,20171020,5,1022,1
1,70,20171031,6,1862,1
1,70,20180219,6,1812,1
1,70,20180206,6,7216,2
1,87,20131115,4,1424,1
1,87,20160415,4,4051,1
1,87,20170719,3,1880,1
1,75,20130110,4,1149,1
1,75,20160201,4,2080,1
1,75,20160506,4,1002,2
1,76,20120425,4,1929,1
1,76,20170516,3,1161,1
1,70,20130302,6,1839,1
1,70,20140210,6,4042,1
1,70,20140113,5,635,1
1,70,20140123,5,3006,1
1,70,20150217,6,1797,1
1,70,20170117,5,4143,1
1,70,20171023,5,1002,1
1,70,20180127,6,1179,1
1,83,20130209,4,1786,1
1,83,20121212,3,1118,1
1,83,20120724,3,1022,1
1,83,20130605,4,1786,1
1,83,20130814,4,1929,1
1,83,20131010,4,429,1
1,83,20140616,4,1819,1
1,83,20140107,3,1028,1
1,83,20150128,3,4138,1
1,83,20140910,4,4138,1
1,83,20150227,4,1812,1
1,83,20150729,4,1916,2
1,83,20150225,4,1851,1
1,83,20150603,4,4138,1
1,83,20160517,4,1120,1
1,83,20150901,3,1908,1
1,83,20151026,4,4466,1
1,83,20160310,4,1756,1
1,83,20160909,4,1047,1
1,83,20170522,4,1711,1
1,83,20160830,3,4065,1
1,83,20170804,3,1769,1
1,83,20171005,3,4051,1
1,83,20180217,4,4051,1
1,83,20171129,4,1030,1
1,87,20151026,4,1076,1
1,87,20161125,4,2013,1
1,87,20150706,4,4170,1
1,87,20151022,4,4148,1
1,87,20171002,3,4020,1
1,87,20171219,4,1736,1
1,87,20160721,3,1868,2
1,67,20120809,2,1028,1
1,67,20130315,1,1893,1
1,67,20121214,2,1722,1
1,67,20130219,1,1016,2
1,67,20130430,2,1812,1
1,67,20130917,2,1954,1
1,67,20140128,2,1916,1
1,67,20140304,2,1760,1
1,67,20131220,2,4042,1
1,67,20140208,2,1023,1
1,67,20140331,1,1030,1
1,67,20150209,2,4000,1
1,67,20150828,2,4051,1
1,67,20151119,2,1819,1
1,67,20150102,2,1890,1
1,67,20150401,1,1812,1
1,67,20160208,2,1077,1
1,67,20150427,2,1027,1
1,67,20150903,2,1711,1
1,67,20150820,2,1743,1
1,67,20160405,2,4051,1
1,67,20160715,2,1064,1
1,67,20160123,2,1027,2
1,67,20160819,2,1916,2
1,67,20161227,2,4051,1
1,67,20160318,1,1002,1
1,67,20160405,1,4138,1
1,67,20160421,2,1023,1
1,67,20160613,2,1985,1
1,67,20170308,1,8211,1
1,67,20170707,2,4003,1
1,67,20170830,2,1047,1
1,67,20170823,2,4270,1
1,67,,1,3017,1
1,67,20170717,2,4051,1
1,67,20180122,1,1023,1
1,67,20171115,2,1025,2
1,76,20130306,3,1994,1
1,76,20140930,4,4030,1
1,76,20150908,4,4266,1
1,76,20151230,4,1677,1
1,76,20170102,4,4006,1
1,76,20170904,3,4270,1
1,67,20120704,3,1876,1
1,67,20130617,4,1643,1
1,67,20130606,4,1137,1
1,67,20120806,3,1040,1
1,67,20120801,4,1135,1
1,67,20140704,4,1046,1
1,67,20130227,3,1002,1
1,67,20131018,3,4073,1
1,67,20131211,4,4073,1
1,67,20140320,3,1027,1
1,67,20130809,4,1812,1
1,67,20140708,4,1076,1
1,67,20130709,4,1723,2
1,67,20140123,4,3058,1
1,67,20140124,3,1016,1
1,67,20131009,4,4042,1
1,67,20140827,4,1893,1
1,67,20140904,4,1275,1
1,67,20150618,4,1888,1
1,67,20150622,4,1839,1
1,67,20150610,4,1714,1
1,67,20150513,4,1954,1
1,67,20140728,4,1161,2
1,67,20150115,4,1893,3
1,67,20150414,3,4003,1
1,67,20160624,4,4051,1
1,67,20160122,3,4051,2
1,67,,3,4051,102
1,67,20151112,4,1013,1
1,67,20150815,3,4073,1
1,67,20160511,4,8211,1
1,67,20151005,4,1908,1
1,67,20151020,4,1851,1
1,67,20160406,4,4042,1
1,67,20151110,4,4004,1
1,67,20151022,4,1279,1
1,67,20160610,3,1161,1
1,67,20160604,4,1192,1
1,67,20161206,3,4051,1
1,67,20160323,3,1137,1
1,67,20161018,4,1120,1
1,67,20170206,4,1888,1
1,67,20170704,4,1868,1
1,67,20161229,4,1022,1
1,67,20170309,4,7182,1
1,67,20170207,4,1023,1
1,67,20170613,4,1819,3
1,67,20170804,4,1963,2
1,67,20171027,4,1261,1
1,67,20170516,4,1819,2
1,67,20180130,3,1812,1
1,67,20171020,4,1963,1
1,67,20171018,4,1027,1
1,67,20180214,3,1812,1
1,67,20171207,4,4051,2
1,67,20171128,4,1677,1
1,89,20131108,3,4114,1
1,89,20151013,4,4307,1
1,89,20171027,4,500,1
1,76,20121003,4,1303,1
1,76,20131217,4,1440,1
1,76,20140625,4,1812,1
1,76,20140609,4,1712,1
1,76,20150130,3,1047,1
1,76,20160727,3,1047,1
1,76,20160728,4,4003,1
1,76,20160826,4,438,1
1,76,20170502,4,1812,1
1,76,20170512,4,8222,1
1,76,20170810,3,8222,1
1,89,20150520,4,4259,1
1,89,20150423,4,1442,1
1,89,20171030,4,7210,1
1,76,20130826,1,1954,1
1,76,20140613,2,4233,1
1,76,20151014,2,1283,1
1,76,20170224,1,1036,1
1,76,20170127,2,1022,1
1,76,20170913,2,8211,1
1,76,20170809,2,1754,1
1,87,20131001,4,1002,2
1,87,20140425,4,635,1
1,87,20160419,4,4019,2
1,87,20150825,3,4482,1
1,87,20160819,4,4019,1
1,77,20160319,4,4003,1
1,77,20170513,4,1888,1
1,89,20160307,4,4114,1
1,89,20170220,4,1348,1
1,67,20130124,6,1046,1
1,67,20151201,6,4299,1
1,67,20150812,6,4065,2
1,67,20150810,5,1076,1
1,67,20150618,6,1812,1
1,67,20151118,6,4051,2
1,67,20160304,6,4073,1
1,67,20161028,6,4157,1
1,67,20170406,6,1893,1
1,67,20170421,6,1279,3
1,67,20170712,6,1828,1
1,67,20161116,6,4042,1
1,67,20171021,6,3029,1
1,67,20171220,6,4182,1
1,67,20171114,6,1819,3
1,77,20170516,6,1002,1
1,64,20140426,3,1161,2
1,64,20140422,4,4041,1
1,64,20130817,4,1685,1
1,64,,4,4051,11
1,64,20180105,4,1812,1
1,64,20170823,3,4003,2
1,87,20170118,4,1493,1
1,67,,4,1076,1
1,67,20120616,4,1812,1
1,67,20130910,4,4042,1
1,67,20150424,4,4305,1
1,67,20150410,4,1118,1
1,67,20151120,4,1028,1
1,67,20150814,3,1002,1
1,67,20151204,4,1047,1
1,67,20160913,4,8210,1
