depto,ciudad,fecha,,vendedor,cantidad
1,75,20160204,4,1819,1
1,75,20151030,4,1046,1
1,75,20150818,3,1868,1
1,75,20151215,4,4129,1
1,75,20150725,4,4208,1
1,75,20160108,4,1812,1
1,75,20150818,4,1199,1
1,75,20151027,4,1916,1
1,75,20151204,3,1046,1
1,75,20150926,3,1023,1
1,75,20160105,4,1025,1
1,75,20160709,4,1161,1
1,75,20160621,4,8223,1
1,75,20151002,4,1059,1
1,75,20160818,3,1030,1
1,75,20160701,4,1047,1
1,75,20160706,4,1146,1
1,75,20161116,4,4292,1
1,75,20160727,4,1874,1
1,75,20170111,4,4003,2
1,75,20170112,4,4003,1
1,75,20160613,3,1963,1
1,75,20170207,4,8222,1
1,75,20170607,4,1023,1
1,75,20170225,4,4075,1
1,75,20160831,4,4143,1
1,75,20160831,4,1046,1
1,75,20170213,4,7202,1
1,75,20170211,4,1025,1
1,75,20170202,4,1161,1
1,75,20170411,3,1077,1
1,75,20171115,4,1161,1
1,75,20170706,4,416,1
1,75,20180112,3,4478,1
1,75,20180202,3,1030,1
1,75,20171122,3,1135,1
1,75,20170817,3,1756,1
1,75,20170823,4,1888,2
1,75,20170823,4,1036,1
1,75,20171021,3,1888,1
1,75,20171006,4,1888,1
1,75,20171108,3,4085,1
1,75,20180126,4,4435,1
1,75,20180216,3,1022,1
1,75,20130208,3,1022,1
1,75,20120718,4,1950,1
1,75,20140310,4,1030,1
1,75,20140627,4,1030,1
1,75,20150325,4,1059,1
1,75,20150422,3,1918,1
1,75,20141124,3,1059,1
1,75,20170707,4,4003,1
1,75,20170713,4,1964,1
1,75,20170830,4,4177,1
1,75,20140709,3,1812,1
1,75,20140918,4,1064,1
1,75,20140923,4,1156,1
1,75,20151024,4,4073,1
1,75,20170627,4,1188,1
1,75,20150711,4,1161,1
1,75,20140705,4,1786,1
1,75,20130903,4,1769,1
1,75,20130923,4,1022,1
1,75,20160824,4,1146,1
1,75,20160512,4,4003,1
1,75,20171109,3,1891,1
1,75,20120530,4,1927,1
1,75,20130822,4,1964,1
1,75,20130926,3,1066,1
1,75,20140128,4,1985,1
1,75,20140603,4,1002,1
1,75,20141223,4,636,1
1,75,20140829,4,1986,1
1,75,20160418,4,1161,1
1,75,20151103,4,1022,1
1,75,20150812,4,1812,1
1,75,20151215,3,1888,1
1,75,20170419,4,4266,1
1,75,20160426,4,4473,1
1,75,20170302,4,4003,2
1,75,20170404,4,1812,1
1,75,20160808,3,1674,1
1,75,20170307,4,1002,1
1,75,20170801,3,4112,1
1,75,20150708,4,1888,1
1,75,20150417,3,1888,1
1,75,20160223,3,4272,1
1,75,20170721,4,1963,1
1,75,20120724,4,1985,2
1,75,20130530,4,1002,1
1,75,20130809,4,1888,1
1,75,20140419,4,1812,1
1,75,20131212,3,1022,1
1,75,20130731,4,1022,1
1,75,20141129,3,1868,1
1,75,20150109,4,1985,1
1,75,20140805,4,1819,1
1,75,20150417,3,1812,1
1,75,20140708,4,4131,1
1,75,20141003,4,1156,1
1,75,20150612,4,1002,1
1,75,20150309,4,1712,1
1,75,20141218,4,1868,1
1,75,20150709,4,4003,1
1,75,20150306,4,1994,1
1,75,20160126,4,1243,1
1,75,20160404,4,4266,1
1,75,20150903,4,4195,1
1,75,20161201,3,8222,1
1,75,20160723,3,1022,1
1,75,20161230,3,4051,2
1,75,20160825,4,1714,1
1,75,20170630,4,1880,1
1,75,20170825,4,1985,1
1,75,20171020,3,1025,1
1,75,20160323,3,1047,1
1,75,20160908,3,1027,1
1,75,20160908,3,1888,1
1,75,20171101,3,1882,1
5,2,,4,1002,1
5,2,20160920,4,1776,1
5,2,20161006,4,4016,1
5,2,20170120,4,4182,1
5,2,20170605,3,4488,1
5,2,20180202,4,490,1
1,75,20140120,3,1161,1
1,75,20140120,3,1002,1
1,75,20150825,3,1678,1
1,75,20150822,3,4210,1
1,75,20160713,3,4138,1
1,75,20160215,4,1812,1
1,67,20160209,4,4003,1
1,67,20160201,4,4123,1
1,67,20160804,4,1746,1
1,75,20150526,3,4066,1
1,75,20151024,4,4435,1
1,75,20150801,4,1812,1
1,75,20140404,4,4141,2
1,75,20150505,4,1711,1
1,75,20141218,4,1756,1
1,75,20150130,3,1023,1
1,75,20151106,4,4175,1
1,75,20170621,4,1888,1
1,75,20161223,4,1714,1
1,75,20161128,4,4003,1
1,75,20170729,4,1812,1
1,75,20180125,4,1819,1
1,70,20121120,3,1030,1
1,70,20130522,3,1036,1
1,70,20131024,3,1812,1
1,70,20140409,4,1135,1
1,70,20141113,3,1028,1
1,70,20150702,4,4051,1
1,70,,3,4051,9
1,70,20160226,4,4056,1
1,70,20160329,4,3511,1
1,70,20170330,4,1161,1
1,70,20170117,4,1819,1
1,70,20171004,4,1851,1
1,70,20170103,4,1161,1
1,70,20171117,3,1118,1
1,70,,3,1261,2
1,70,20170606,4,1819,2
1,67,20121204,3,1118,1
1,67,20121019,3,1076,2
1,67,20130902,4,4042,1
1,67,20150310,3,1772,1
1,67,20150610,4,4270,1
1,67,20160330,4,4478,1
1,67,20160608,3,1002,1
1,67,20160713,3,1812,1
1,67,20161215,3,4051,1
1,67,20170221,3,1851,1
1,67,20171127,4,452,1
1,67,20171019,4,1812,1
1,67,20170918,3,4003,1
1,67,20170304,4,1279,1
1,88,20130403,6,1994,1
1,88,20130124,6,1201,1
1,88,20130114,6,1283,1
1,88,20130830,6,1025,1
1,88,20130506,6,4073,1
1,88,20140428,5,1022,1
1,88,20140920,6,1708,1
1,88,20140613,6,1025,2
1,88,20150425,6,1022,1
1,88,20150305,6,3005,1
1,88,20150117,6,1025,1
1,88,20150820,6,4075,1
1,88,20160301,5,4003,1
1,88,20160309,5,1179,1
1,88,20160229,5,4003,1
1,88,20160317,6,1756,1
1,88,20160811,5,1022,1
1,88,20160511,5,1059,1
1,88,20160415,5,1194,1
1,88,20160415,5,1025,1
1,88,20160817,6,490,1
1,88,20160622,6,4266,1
1,88,20160805,5,1812,1
1,88,20170923,5,1880,1
1,88,20161021,5,4003,1
1,88,20170209,5,4177,1
1,88,,6,4003,1
1,88,20170629,6,1756,1
1,88,20170323,6,1002,1
1,88,20170201,6,4266,1
1,88,20170905,6,8207,1
1,88,20171212,6,4080,1
1,88,20170816,5,1888,1
1,88,20180207,5,4473,2
1,67,20130304,3,1722,1
1,67,20140313,4,1156,1
1,67,20131122,4,1786,1
1,67,20140722,3,1746,1
1,67,20140207,4,1047,1
1,67,20141215,4,1963,1
1,67,20140524,4,1812,1
1,67,20150617,4,1023,1
1,67,20160312,4,1025,1
1,67,20161125,4,4056,1
1,67,20170330,4,1736,1
1,67,20131106,5,1916,1
1,67,20130704,6,1812,3
1,67,20140703,6,1685,1
1,67,20140616,6,1797,1
1,67,20140723,6,1888,1
1,67,20150901,6,1013,2
1,67,20161121,6,8221,1
1,67,20161222,6,1828,2
1,67,20160723,6,1760,1
1,67,20160308,6,1179,1
1,67,20160504,6,1161,1
1,67,20170728,6,1851,2
1,67,20171218,5,4051,3
1,67,20180216,5,4056,2
1,67,20121228,8,1025,1
1,67,20130502,8,1812,1
1,67,20131206,8,1888,1
1,67,20140206,8,4069,1
1,67,20131127,8,1819,1
1,67,20131230,8,1023,1
1,67,20131113,7,1839,1
1,67,20140908,7,1851,1
1,67,20140809,7,4056,1
1,67,20140813,8,1135,1
1,67,20140612,7,1888,1
1,67,20140625,8,4239,1
1,67,20150113,8,4016,1
1,67,20141017,8,1022,1
1,67,20150203,7,655,1
1,67,20160218,8,1711,1
1,67,20150819,8,783,1
1,67,20160511,8,1046,1
1,67,20120705,3,1819,1
1,67,20121210,6,1013,2
1,67,20121213,6,4073,1
1,67,20140428,5,1839,1
1,67,20140131,6,449,2
1,67,20140730,5,1828,1
1,67,20150326,6,1868,1
1,67,20131220,5,1963,1
1,67,20140902,6,1029,1
1,67,20140522,6,4124,1
1,67,20150331,6,1684,1
1,67,20151007,6,4138,2
1,67,20150824,6,1851,1
1,67,20150824,5,4042,2
1,67,20150617,5,4051,2
1,67,20150905,6,4051,3
1,67,20150814,6,1812,1
1,67,20160127,5,4051,1
1,67,20150810,5,4042,1
1,67,20150415,6,4051,1
1,67,20150606,6,4208,2
1,67,20150914,6,1908,1
1,67,20151005,5,4042,1
1,67,20151130,5,4051,2
1,67,20160427,6,4058,1
1,67,20150713,6,1059,1
1,67,20151020,6,449,1
1,67,20160218,5,1118,1
1,67,20160621,6,4003,1
1,67,20160331,5,1964,1
1,67,20160405,5,4138,2
1,67,20151203,6,1756,2
1,67,20160804,6,4051,1
1,67,20161025,6,4051,2
1,67,20161028,6,1002,1
1,67,20160413,6,8211,1
1,67,20160916,6,4056,1
1,67,20161119,6,1812,1
1,67,20160618,5,4080,3
1,67,20170707,5,1118,1
1,67,20170131,5,1002,1
1,67,20160721,5,1922,1
1,67,20160922,5,1118,1
1,67,20170705,5,1279,1
1,67,20170223,6,4073,1
1,67,20170227,6,1888,1
1,67,20170518,6,1002,1
1,67,20170321,6,1986,1
1,67,20170425,6,1862,1
1,67,20170620,5,1279,1
1,67,20170410,5,4003,1
1,67,20171024,6,1746,1
1,67,20170719,6,1046,1
1,67,20170417,6,1135,1
1,67,20170906,6,1711,1
1,67,20170921,6,1161,1
1,67,20170802,6,1118,1
1,67,20170831,6,4051,1
1,67,20170809,6,1812,1
1,67,20170815,6,1812,1
1,67,20171003,6,1736,1
1,67,20121213,2,4073,1
1,67,20130617,2,1023,1
1,67,20131125,2,1874,1
1,67,20150218,2,1023,1
1,67,20160212,1,4043,1
1,67,20160609,2,1030,1
1,67,20161219,2,1030,1
1,67,20170721,2,1279,1
1,67,,6,1046,1
1,67,20140224,6,1161,1
1,67,,6,1819,1
1,67,20150619,5,1929,1
1,67,20150822,5,1812,1
1,67,20170609,5,4056,1
1,67,20161219,6,1046,1
1,67,20170928,6,4051,1
1,67,20170911,5,4003,1
1,67,20120428,3,1946,1
1,67,20121101,4,4067,1
1,67,20121211,4,1023,1
1,67,20130521,4,1916,1
1,67,20130429,3,1076,1
1,67,20140306,3,1678,1
1,67,20141022,4,1812,1
1,67,20141222,4,1069,1
1,67,20150710,4,4003,1
1,67,20141223,3,1022,2
1,67,20150915,4,1022,1
1,67,20161018,4,1023,1
1,67,20170114,4,4051,1
1,67,20170214,4,8221,1
1,67,20160525,4,8221,1
1,67,20160613,4,1769,1
1,67,20160615,4,1137,1
1,67,20170810,3,1161,1
1,67,20171013,4,4051,2
1,67,20180129,4,4051,3
1,67,20130128,3,1173,1
1,67,20131004,4,1828,1
1,67,20140609,4,1002,1
1,67,20151110,3,1812,1
1,67,20160205,3,1002,1
1,67,20160628,3,1874,1
1,67,20160908,3,4315,1
1,67,20160706,3,1028,1
1,67,20170911,3,1985,1
1,67,20170710,4,1022,1
1,73,20131120,2,1950,1
1,73,20160209,2,1161,1
1,67,20120614,4,1785,1
1,67,20130806,3,1985,1
1,67,20140408,4,1812,1
1,67,20160222,3,1023,1
1,67,20170406,4,4003,1
1,67,20170107,3,4051,1
1,67,20170412,3,4051,1
1,67,20180124,3,4051,1
1,67,20130115,3,1066,1
1,67,20140325,3,1888,1
1,67,20140503,4,1963,1
1,67,20141204,4,1730,1
1,67,20150219,4,1022,1
1,67,20150407,4,1066,1
1,67,20150626,3,1025,1
1,67,20150717,3,1179,1
1,67,20150831,4,1963,1
1,67,20160112,4,4051,1
1,67,20160412,3,4051,1
1,67,20161010,4,4051,1
1,67,20161205,4,1025,1
1,67,20161012,3,4051,1
1,67,20170708,3,1013,2
1,67,20121210,3,1916,1
1,67,20150603,4,1684,1
1,67,20160329,3,4051,2
1,67,20151201,3,1812,1
1,67,20160531,3,1819,1
1,67,20160621,3,1278,1
1,67,20160805,4,1828,1
1,67,20170517,4,1022,1
1,67,20170710,3,1161,1
1,67,20180123,4,4051,2
1,67,20121101,8,1916,1
1,67,20121109,8,1173,1
1,67,20121228,7,1002,1
1,67,20130611,7,1924,1
1,67,20130116,7,1711,1
1,67,20130611,7,1028,1
1,67,20121221,8,1016,1
1,67,20130626,8,1924,1
1,67,20131115,8,1022,1
1,67,20131203,8,1985,1
1,67,20130627,8,1023,2
1,67,20140430,8,1002,1
1,67,20140213,7,1066,2
1,67,20130612,7,1118,1
1,67,20130713,8,1285,1
1,67,20130904,8,1874,1
1,67,20130805,8,4063,2
1,67,20140422,8,1013,1
1,67,20140820,7,1036,1
1,67,20140315,8,1002,1
1,67,20140424,7,1743,1
1,67,20150303,8,1746,1
1,67,20150226,8,1013,1
1,67,20140516,8,3511,1
1,67,20150206,8,1169,1
1,67,20150202,8,1812,1
1,67,20150120,8,1027,1
1,67,20140922,8,1839,2
1,67,20140726,8,1812,2
1,67,20150806,8,1812,1
1,67,20151021,8,4138,1
1,67,20150604,8,1066,1
1,67,20150204,8,1023,2
1,67,20160120,8,1874,1
1,67,20150813,8,1812,1
1,67,20150513,8,1002,1
1,67,20160217,8,1667,1
1,67,20150918,8,4051,1
1,67,20151019,8,1076,1
1,67,20160323,7,1137,1
1,67,20160405,7,1002,1
1,67,20150624,8,1013,1
1,67,20160216,8,1022,1
1,67,20160328,8,4003,1
1,67,20160310,8,1066,1
1,67,20160222,8,1066,1
1,67,20160407,8,3511,1
1,67,20160222,8,449,1
1,67,20150902,8,1135,1
1,67,20151124,8,1013,1
1,67,20160607,7,4003,1
1,67,20161015,8,1279,1
1,67,20160829,8,4051,3
1,67,20160923,8,4051,2
1,67,20170311,8,4051,2
1,67,20160304,8,1954,1
1,67,20160930,8,1812,1
1,67,20160603,8,4315,1
1,67,20161121,7,4042,1
1,67,20170330,8,1022,1
1,67,20170606,8,4069,1
1,67,20161027,8,8209,1
1,67,20170717,7,4051,1
1,67,20171020,8,1022,1
1,67,20170427,8,1261,1
1,67,20180115,8,1279,2
1,67,20170810,8,4051,2
1,67,20171114,8,1198,1
1,67,20170331,8,1963,1
1,67,20170127,7,1030,1
1,67,20170209,7,1964,1
1,67,20170309,7,1964,1
1,67,20170811,8,7219,1
1,67,20171218,8,1888,1
1,67,20170512,8,439,1
1,67,20170202,8,1756,1
1,67,20170803,8,4243,1
1,67,20171115,8,4051,1
1,67,20171109,7,4051,2
1,67,20170901,8,7219,1
1,67,20171220,7,4175,1
1,67,20180206,8,4051,1
1,67,20170804,8,1066,1
1,67,20171202,8,1736,1
1,67,20180109,8,1023,1
1,67,20180201,8,1022,1
1,67,20120313,5,1027,1
1,67,20120823,6,1851,1
1,67,20130318,6,1894,1
1,67,20120918,6,1954,1
1,67,20130613,5,1722,1
1,67,20131009,5,1022,1
1,67,20130612,6,1812,2
1,67,20131108,6,445,1
1,67,20140225,6,1013,1
1,67,20130903,5,1236,1
1,67,20140204,5,1013,1
1,67,20140102,6,1893,1
1,67,20150311,6,4043,1
1,67,20150310,6,1013,1
1,67,20150827,6,4051,2
1,67,20150502,6,1161,1
1,67,20151022,6,4051,1
1,67,20150907,6,4051,2
1,67,20150929,6,1013,1
1,67,20160727,6,4138,1
1,67,20161117,6,1888,1
1,67,20170620,6,1736,1
1,67,20170518,6,1279,2
1,67,20120815,2,1030,1
1,67,20131028,1,4043,2
1,67,20130208,2,1963,1
1,67,20130126,2,1797,1
1,67,20130624,2,1828,1
1,67,20150829,2,1002,1
1,67,20150722,2,1064,2
1,67,20160114,2,1916,1
1,67,20160224,1,1002,1
1,67,20160805,1,1963,1
1,67,20160806,1,1027,1
1,67,20170315,1,4051,1
1,67,20170123,1,4003,1
1,67,20171101,1,1736,1
1,67,20170509,2,8207,1
1,67,20120709,8,1059,1
1,67,20130222,8,1888,1
1,67,20140131,8,1118,1
1,67,20140221,8,1022,1
1,67,20140725,7,1002,1
1,67,20140829,7,1772,1
1,67,20141218,7,1132,1
1,67,20141124,8,1819,1
1,67,20151209,8,1002,1
1,67,20150212,7,4172,1
1,67,20160118,7,1027,1
1,67,20161003,8,1023,1
1,67,20160727,8,1279,1
1,67,20170221,8,8221,1
1,67,20170104,8,1002,1
1,67,20170504,8,1893,1
1,67,20171115,7,7229,1
1,67,20161201,8,8220,1
1,67,20170804,8,4266,1
1,67,20170504,7,1002,1
1,67,20170905,8,1851,1
1,67,20170726,7,4266,1
1,67,20170812,7,4080,1
1,67,20180124,8,7232,1
1,67,20180306,8,1678,1
1,67,20180122,7,1279,2
1,67,20170118,7,1279,1
1,69,20130605,4,1924,1
1,69,20150206,3,1047,1
1,69,20150612,3,1893,1
1,69,,4,1026,1
1,69,20150718,4,1025,1
1,69,20160407,4,1002,1
1,69,,3,4051,6
1,69,20171123,4,1022,1
1,69,20171114,3,1002,1
1,69,20120710,3,1786,1
1,69,20120709,3,4056,1
1,69,20120713,4,1812,2
1,69,20130405,4,1027,1
1,69,20120726,4,1440,1
1,69,20140108,4,1916,1
1,69,20140221,3,1812,1
1,69,20150917,3,3020,1
1,69,20150623,4,1161,1
1,69,20151023,4,1279,1
1,69,20160531,4,4281,1
1,69,20160127,3,4042,1
1,69,20160411,4,1028,1
1,69,20150917,4,1161,1
1,69,20160219,4,1036,1
1,69,20161214,4,4051,1
1,69,20170309,4,1076,1
1,69,20170214,4,1888,1
1,69,20170523,4,1812,1
1,69,20170427,4,1179,1
1,69,20171103,4,4051,1
1,69,20171027,4,4003,1
1,69,20170906,4,1279,1
1,69,20171212,4,1161,1
1,69,20171120,4,1161,1
1,69,20170721,3,1963,1
1,69,20180214,4,4003,1
1,69,20180106,3,1279,3
1,69,20171116,4,1964,1
1,69,20150908,4,1667,1
1,69,20160412,4,8207,1
1,69,20161014,4,4003,1
1,67,20120626,6,1064,1
1,67,20121103,6,1797,1
1,67,20130403,6,1023,1
1,67,20130527,5,1877,1
1,67,20120808,5,1161,1
1,67,20130520,6,1812,1
1,67,20121128,6,1756,1
1,67,20150408,6,4138,1
1,67,20140110,6,1828,2
1,67,20141010,6,1030,1
1,67,20140512,6,1037,1
1,67,20140711,6,1156,1
1,67,20141218,5,1964,1
1,67,20150120,6,4172,1
1,67,20150604,5,1066,1
1,67,20150625,6,1756,1
1,67,20151201,5,1743,1
1,67,20160303,5,1454,1
1,67,20151118,5,4068,1
1,67,20160106,6,1077,1
1,67,20150624,6,4142,1
1,67,20150803,6,4005,1
1,67,20160115,6,1002,2
1,67,20160628,6,1161,1
1,67,20151022,5,1002,1
1,67,20150730,6,4065,1
1,67,20151007,6,1963,1
1,67,20160729,6,4440,1
1,67,20160128,6,1013,1
1,67,20161125,6,4051,2
1,67,20160223,6,1922,1
1,67,20170315,6,1046,1
1,67,20160816,6,1243,1
1,67,20161010,6,1772,1
1,67,20161125,6,4056,1
1,67,20170925,5,1188,1
1,67,20171012,5,1671,1
1,67,20180103,6,1963,1
1,67,20120703,5,1156,1
1,67,20121017,5,1192,1
1,67,20120823,5,1223,1
1,67,20130907,5,1722,1
1,67,20130928,6,1812,1
1,67,20141121,6,1954,1
1,67,20140124,6,1812,1
1,67,20140303,6,657,1
1,67,20140423,6,1223,1
1,67,20140415,6,3005,1
1,67,20150312,6,1888,1
1,67,20140718,6,1023,1
1,67,20150107,5,4071,2
1,67,20141203,6,4043,1
1,67,20150416,5,4106,1
1,67,20151109,5,1279,1
1,67,20150711,6,4175,1
1,67,20150525,6,1161,1
1,67,20150824,6,1711,1
1,67,20160623,5,1888,1
1,67,20160816,6,4042,1
1,67,20150928,5,4295,1
1,67,20151014,5,4270,1
1,67,20161105,6,1839,1
1,67,20160802,6,1888,1
1,67,20170526,5,4051,1
1,67,20170605,6,1711,1
1,67,20171118,6,7185,1
1,67,20171002,6,1066,1
1,67,20170905,6,4051,1
1,67,20171117,5,1279,3
1,70,20121023,4,1064,1
1,70,20140404,4,1812,1
1,70,20140305,3,1819,1
1,70,20141110,3,1987,1
1,70,20141023,4,1819,1
1,70,20150319,4,974,2
1,70,20150102,4,1076,1
1,70,20150409,3,1283,1
1,70,20150413,3,4003,1
1,70,20160503,4,8211,1
1,70,20151020,4,1059,1
1,70,20160929,3,1711,1
1,70,20161128,3,1769,1
1,70,20170914,4,1819,2
1,70,20161011,4,4143,1
1,70,20170103,4,1046,1
1,70,20170112,4,1819,1
1,70,20170922,3,1022,1
1,70,20171122,4,4051,1
1,70,20180205,3,1963,2
1,70,20170201,3,1161,1
1,70,20121107,6,1916,1
1,70,20140317,6,1028,1
1,70,20131112,5,1013,1
1,70,20130418,5,1982,1
1,70,20140910,6,1040,1
1,70,20160926,6,4051,2
1,70,20160414,5,1756,1
1,70,20160114,6,1819,1
1,70,20161223,5,1076,1
1,70,20170418,6,1812,1
1,70,20161111,6,1161,1
1,70,20170624,6,1279,1
1,70,20161219,6,4051,1
1,70,20170731,6,4003,1
1,70,20180221,6,1025,1
1,85,20170411,2,1002,2
1,85,20140930,4,1712,1
1,85,20151212,4,1028,1
1,85,20170613,4,4473,1
1,85,20171005,4,1030,1
1,85,20170808,3,1161,1
1,70,20130307,5,1929,1
1,70,20130528,5,1056,1
1,70,20130717,5,1161,1
1,70,20130814,6,4119,1
1,70,20140328,6,1118,1
1,70,20141001,6,636,1
1,70,20131202,6,1812,1
1,70,20131017,6,1964,2
1,70,20130919,6,1964,1
1,70,20140313,6,1908,2
1,70,,6,1223,1
1,70,20150407,5,1022,1
1,70,20141114,5,1002,1
1,70,20150806,5,4272,1
1,70,20150903,5,1929,1
1,70,20141110,6,1874,1
1,70,20161118,5,1036,1
1,70,20170706,6,1118,1
1,70,20170517,5,4182,1
1,70,20171130,5,1812,1
1,70,20171129,5,4478,1
1,70,20171109,6,1118,1
1,70,20171030,6,1118,1
1,70,20171019,5,1279,3
1,70,20171229,5,1736,1
1,70,20130119,3,1283,1
1,70,20131001,4,1916,1
1,70,20130925,4,1812,1
1,70,20150515,4,4003,1
1,70,20160118,4,1022,1
1,70,20160119,4,1025,1
1,70,20161011,4,8201,1
1,70,20170616,3,4266,1
1,70,20171205,3,4004,1
1,70,20180216,3,1279,1
1,70,20140902,4,1982,1
1,70,20150625,4,1929,1
1,70,20151127,4,4051,1
1,70,20170211,4,4440,1
1,70,20170623,4,8222,1
1,70,20171108,4,4003,1
1,70,20140619,4,1132,1
1,70,20140509,3,1161,1
1,70,20131221,3,1025,1
1,70,20141218,3,1964,1
1,70,20150609,4,1812,1
1,70,20150408,3,4281,1
1,70,20151104,4,1023,1
1,70,20160115,3,1002,1
1,70,20150822,3,1240,1
1,70,20151112,4,4003,1
1,70,20160113,4,4003,1
1,70,20160402,4,4075,1
1,70,20170530,4,1161,1
1,70,20170607,4,1030,1
1,70,20170624,4,4051,1
1,70,20170114,4,1022,1
1,70,20171012,4,1030,2
1,70,20161128,3,1066,1
1,70,20161206,3,1812,1
1,70,20161206,3,1678,1
1,70,20170606,3,1819,2
1,70,20170906,3,1076,1
1,70,20170920,3,4003,1
1,70,20170516,3,1714,1
1,70,20170705,4,1888,1
1,70,20171017,4,439,1
1,70,20171211,3,3038,1
1,70,20120704,4,1059,1
1,70,20150407,4,4270,1
1,70,20150221,2,1022,1
1,70,20150822,2,1161,1
1,70,20170608,3,1161,1
1,70,20130621,4,1118,1
1,70,20121122,4,1769,1
1,70,20140715,4,1985,1
1,70,20140903,4,1030,1
1,70,20150718,4,4270,1
1,70,20150623,4,1022,1
1,70,20150511,4,4073,1
1,70,20141125,4,1022,1
1,70,20150722,4,3055,1
1,70,20160126,3,1028,1
1,70,20160318,4,8209,1
1,70,20160316,4,1022,1
1,70,20170224,4,1192,1
1,70,20161220,4,4051,1
1,70,20170213,4,1985,1
1,70,20171023,4,1736,1
1,70,20180104,4,1028,1
1,70,20180130,4,1819,1
5,2,20160322,4,3009,1
5,2,20161013,4,3031,1
5,2,20160223,4,4081,1
5,2,20170706,4,724,1
1,79,20121227,4,1929,1
1,79,20121122,4,1851,1
1,79,20120522,4,1243,1
1,79,20140218,4,1812,1
1,79,20150314,3,1812,1
1,79,20140719,4,1161,2
1,79,20150309,4,1030,1
1,79,20150226,4,1030,1
1,79,20150330,4,1161,1
1,79,20140821,3,1023,1
1,79,20151126,3,1028,1
1,79,20150527,3,4051,1
1,79,20151126,4,1671,1
1,79,20160907,4,1888,1
1,79,20160601,4,1146,1
1,79,20170301,4,1874,1
1,79,20160425,4,1161,1
1,79,20170201,4,8222,1
1,79,20171214,4,1030,1
1,79,20170314,4,4003,1
1,79,20170324,4,4435,1
1,79,20180104,4,7223,1
1,79,20171019,4,1851,1
1,79,20170524,4,1279,1
1,79,20170905,4,1812,1
1,79,20121024,4,1135,1
1,79,,3,1132,1
1,79,20120904,4,1002,1
1,79,20120818,4,1963,1
1,79,20120525,3,1906,1
1,79,20140118,3,1888,1
1,79,20131021,3,1963,1
1,79,20131007,4,4136,1
1,79,20140702,3,1047,1
1,79,20140127,3,1812,1
1,79,20140603,4,1002,2
1,79,20140804,3,1819,1
1,79,20140908,4,4139,1
1,79,20140731,4,1023,1
1,79,20140902,3,1678,2
1,79,20150319,3,1028,1
1,79,20151124,3,4075,1
1,79,20160108,3,1812,2
1,79,20160331,4,4143,1
1,79,20151110,4,1874,1
1,79,20160314,4,1002,1
1,79,20160125,3,1161,1
1,79,20161116,3,1030,1
1,79,20160630,3,1002,1
1,79,20151223,4,4042,1
1,79,20170206,4,1868,1
1,79,20160607,4,1022,1
1,79,20160614,3,1760,1
1,79,20160819,3,1025,1
1,79,20170605,4,937,1
1,79,20171003,3,1746,1
1,79,20180110,3,1022,1
1,79,20170704,3,1278,1
1,79,20170802,4,1896,1
1,79,20180209,3,7221,1
1,79,20130131,3,1711,1
1,79,20120712,3,1023,1
1,79,20120524,4,1836,1
1,79,20120718,3,1769,1
1,79,20130904,3,4108,1
1,79,20130410,3,1986,1
1,79,20140415,4,1812,1
1,79,20150219,4,1076,1
1,79,20150626,4,1022,1
1,79,20150611,4,1023,1
1,79,20151125,4,1023,1
1,79,20150710,4,1963,1
1,79,20160401,3,4435,1
1,79,20150624,3,1684,1
1,79,20160830,4,1812,1
1,79,20160816,3,4266,1
1,79,20170405,4,1812,1
1,79,20170104,4,1179,1
1,79,20161122,3,1819,1
1,79,20160719,3,1076,1
1,79,20161219,3,8211,1
1,79,20170930,4,1022,1
1,79,20171107,4,1819,1
1,79,20170705,4,1027,1
1,79,20170816,4,1188,1
1,79,20140530,3,1023,1
1,79,20160507,3,4051,1
1,79,20160620,4,1874,1
1,79,20171021,4,7185,1
1,79,20171108,4,1002,1
1,79,20120607,4,1812,1
1,79,20130712,4,1030,1
1,79,20140110,4,1994,1
1,79,20130508,4,1173,1
1,79,20140203,4,1851,2
1,79,20140522,4,1002,1
1,79,20150204,3,1046,1
1,79,20160216,4,1797,1
1,79,20151106,3,1002,1
1,79,20160420,4,1002,1
1,79,20160613,4,1674,1
1,79,20160316,4,1030,2
1,79,20160502,4,1760,1
1,79,20170116,4,8213,1
1,79,20170313,4,1929,1
1,79,20170925,4,1046,1
1,79,20170804,3,7185,1
1,79,20171205,3,1868,1
1,79,20150721,4,1684,1
1,79,20160302,3,1812,2
1,79,20171216,3,4051,1
1,64,20141219,4,1963,1
1,64,20120424,4,1240,1
1,64,20170407,3,4051,1
1,64,20121120,4,1678,1
1,64,20140530,3,1027,1
1,64,20140315,4,1786,1
1,64,20140423,4,1963,1
1,64,20150417,3,1712,1
1,64,20140919,3,1036,1
1,64,20141111,3,3066,1
1,64,20130801,4,1025,1
1,64,20160520,4,1036,1
1,64,20140224,4,1046,1
1,64,20131119,3,1812,1
1,64,20160705,4,4003,1
1,64,20170801,3,1828,1
1,64,20170928,3,3056,1
1,64,20121115,4,1002,1
1,64,20151031,4,1002,1
1,64,20151126,4,4003,1
1,64,20150714,4,4065,1
1,64,20150727,4,4051,1
1,64,20140124,4,1002,1
1,64,20160420,4,1137,1
1,64,20160531,4,1760,1
1,64,20170719,4,1064,2
1,64,20170928,4,4051,1
1,64,20120823,4,1908,1
1,64,20140224,4,1162,1
