4,1,20180312,4,2000,1
4,2,20210423,6,2000,1
4,1,20180402,6,2000,1
1,78,20190517,4,2002,1
4,1,20181106,4,2002,1
4,1,20181127,6,2002,1
4,1,20210314,10,2002,1
4,1,20191217,4,2003,1
4,6,20190809,6,2003,1
4,3,20190819,6,2003,1
4,1,20181127,7,2003,1
4,1,20190609,7,2003,1
4,1,20190629,12,2006,1
4,1,20190811,8,2018,1
4,2,20180301,6,2020,1
4,2,20180305,5,2025,1
4,1,20180312,9,2025,1
4,1,20180306,4,2029,1
4,3,20180305,5,2029,1
4,1,20180305,8,2029,1
4,1,20180303,10,2050,1
4,4,20190418,6,2061,1
4,1,29171220,4,2073,1
4,3,23150622,6,2073,1
4,6,21050114,6,2080,1
4,5,20180314,4,2091,1
4,4,20180306,3,2091,2
4,4,20180313,6,2091,1
4,1,20190927,6,2091,1
4,6,20180307,6,2091,1
4,1,20180308,6,2091,1
4,2,20180313,6,2091,1
4,8,20180301,6,2091,1
4,1,20180301,6,2091,1
4,4,20180314,6,2091,1
4,2,20180301,5,2091,1
4,2,20180306,5,2091,1
4,7,20190608,5,2091,1
4,2,20180307,5,2091,1
4,1,20180306,8,2091,1
4,1,20180320,8,2091,1
4,1,20180308,8,2091,1
4,1,20180313,8,2091,1
4,1,20180307,8,2091,1
4,1,20180301,7,2091,2
4,1,10160909,5,2093,1
4,1,20190716,8,2093,1
4,3,20180305,4,2097,1
4,10,20190202,4,2113,1
4,1,20180301,6,2151,1
4,3,20180305,5,2151,1
4,9,20180301,4,2164,1
4,8,51131110,6,2172,1
4,1,20190912,5,2172,1
4,1,120411,7,2187,1
4,1,20190610,8,2212,1
4,1,20180318,4,2220,1
4,6,20180306,4,2266,1
4,1,14130103,6,2266,1
4,4,20180313,6,2266,1
4,7,20180309,6,2266,1
4,2,20180307,5,2266,1
4,1,20180307,5,2266,1
4,1,20180403,8,2266,1
4,1,20180320,8,2266,1
4,1,14130103,8,2266,1
4,1,20180301,6,2292,1
4,1,20181117,5,2293,1
4,4,20191128,4,2295,1
4,4,20181127,4,2298,1
4,1,20190427,1,2324,1
4,1,20190719,6,2324,1
4,1,20190609,4,2332,1
4,1,20180428,4,2373,1
4,1,20180307,4,2381,1
4,1,20180520,8,2390,1
4,2,20190611,6,2441,1
4,5,20180307,4,2454,1
4,1,20180305,3,2454,1
4,6,20180502,4,2467,1
4,1,20180402,6,2467,1
4,1,20470505,6,2467,1
4,1,20180402,8,2467,1
4,1,20180425,8,2467,1
4,4,20181127,5,2470,1
4,5,20180309,4,2520,1
4,5,20180309,3,2520,1
4,6,20180309,6,2520,1
4,6,20180302,6,2520,1
1,53,20190118,8,62,1
1,53,20470210,10,408,1
1,53,15151209,3,409,1
1,53,30150922,6,416,1
1,53,20411229,6,416,1
1,53,20190224,6,417,1
1,53,20180312,6,417,1
1,53,20181018,4,418,1
1,53,20180828,8,424,1
1,53,40150822,6,427,1
1,53,20190201,6,427,1
1,53,20180508,6,439,1
1,53,20191128,5,440,1
1,53,20181218,5,440,1
1,53,15151030,5,440,1
1,53,20470213,6,440,1
1,53,20300504,6,440,1
1,53,20180731,7,440,1
1,53,20181112,8,440,1
1,53,20611126,8,440,1
1,53,20190527,11,440,1
1,53,3131103,3,444,1
1,53,20251104,8,444,1
1,53,20190127,6,445,1
1,53,20180301,8,447,1
1,53,20181216,6,449,1
1,53,20470922,6,451,1
2,30,20190621,2,452,1
1,55,20360205,2,461,1
1,26,20191119,5,461,1
1,53,20260408,6,464,1
1,26,10170808,6,464,1
1,53,20180312,10,464,1
1,22,15161014,1,465,1
1,53,20190425,3,465,1
1,53,17141201,4,465,1
1,53,20231219,4,465,1
1,53,20180708,6,465,1
1,53,14110811,6,465,1
1,53,4160707,6,465,1
1,53,20181201,7,465,1
1,53,20191028,8,465,1
1,53,20190822,8,465,1
1,53,16160222,10,465,1
1,53,20250723,12,465,1
2,21,20180310,4,466,1
1,53,20190206,6,466,1
1,53,20180309,8,466,1
1,53,20180306,8,466,1
1,53,20181013,6,471,1
1,53,20260831,6,476,1
1,22,20190823,2,478,1
1,53,20190708,9,478,1
1,53,30171201,8,480,1
1,53,18130101,5,490,1
1,26,12120926,6,490,1
1,53,10170606,6,490,1
1,26,20181019,6,490,1
1,26,20410404,6,490,1
1,53,20190616,10,490,1
1,53,20191018,11,490,1
2,29,20180505,4,491,1
1,53,20190115,6,491,1
1,53,16160707,6,491,1
1,53,3120802,8,491,1
1,53,20180306,6,499,1
1,53,141003,5,504,1
1,53,20180306,6,504,1
1,53,10170222,6,504,1
1,53,20190918,5,526,1
1,53,30170304,6,526,1
1,53,20460903,6,544,1
1,53,20180308,6,544,1
1,53,16160625,8,544,1
1,53,20190618,6,579,1
1,53,20181217,6,579,1
1,53,20180614,6,602,1
1,53,20470420,6,602,1
1,53,20190729,5,612,1
1,53,20511007,5,633,1
1,53,20180517,6,634,1
1,53,20180306,4,635,1
1,53,20180509,4,635,1
2,30,20180305,4,635,1
2,30,20180301,4,635,1
1,53,20180302,5,635,1
1,53,20180301,5,635,2
1,53,20180321,5,635,1
1,53,20180301,6,635,1
1,53,20180503,6,635,1
1,53,20180305,6,635,1
1,53,20180302,6,635,1
1,53,20180504,6,635,1
1,53,20190127,6,635,1
1,53,20180417,8,635,1
1,53,20190816,8,635,1
1,53,20180515,10,635,1
1,53,20180316,6,636,1
1,53,20190927,8,636,1
1,53,20180411,11,636,1
1,63,20740206,4,659,1
1,53,20200512,3,665,1
1,53,1170708,6,665,1
1,53,12220531,4,666,1
1,53,20240425,8,666,1
1,26,61161111,8,666,1
1,53,20610601,8,672,1
1,53,20180302,5,675,1
1,26,10140502,2,686,1
1,53,20190713,8,691,1
1,53,20180512,8,691,1
1,72,20180313,4,693,1
1,40,20180313,4,693,1
1,53,20180320,8,693,1
1,53,20180330,8,693,1
1,53,20180306,10,693,1
1,53,20180301,5,699,1
1,53,20200219,6,699,1
1,63,20470527,2,717,1
1,53,20180301,11,717,1
1,53,23130521,4,731,1
1,53,20180305,4,741,1
1,26,20190729,6,741,1
1,53,20180316,6,741,1
1,53,20211130,10,743,1
1,53,14160824,6,754,1
1,53,20240827,9,754,1
1,53,81040918,4,763,1
1,26,11140509,4,763,1
1,53,20190430,9,763,1
1,53,20190808,12,763,1
1,22,14140313,2,768,1
1,53,20190201,4,768,1
1,53,20190327,4,768,1
1,53,16160504,5,768,1
1,53,20180307,6,768,1
1,53,20180315,7,768,1
1,53,20190302,9,768,1
1,53,20191228,4,783,1
1,53,20190205,6,783,1
1,53,50150527,8,783,1
1,53,20190105,8,783,1
1,53,20190516,11,783,1
1,53,20480129,11,783,1
1,53,20191116,6,784,1
1,53,20180301,4,789,1
1,84,5121005,2,790,1
1,47,20230322,2,790,1
1,53,20240826,6,790,1
1,26,21020713,2,791,1
1,84,20180301,1,801,1
1,47,20180308,1,801,1
1,47,19161019,1,801,1
1,53,20181204,4,801,1
1,22,20451028,4,801,1
1,53,20190728,5,801,1
1,53,20180302,6,801,1
1,53,20191207,11,801,1
1,53,20401216,6,822,1
1,53,20300929,6,834,1
1,22,20410402,2,839,1
1,53,20190601,6,839,1
1,53,20180315,6,857,1
1,53,20180327,7,857,1
1,53,20190115,6,858,1
1,53,20191014,9,858,1
1,53,20180310,5,863,1
1,63,20240826,6,863,1
1,53,20180303,8,863,1
1,53,20180302,5,874,1
1,53,20190218,6,874,1
1,53,20190908,6,874,1
1,53,20340211,6,874,1
1,53,14141215,6,874,1
1,53,20180301,6,874,1
1,26,20310531,6,874,1
1,53,20180301,6,876,1
1,53,20510811,8,876,1
1,53,20190822,8,876,1
1,53,20180301,10,876,2
1,53,20190205,8,880,1
1,53,20180306,3,881,1
1,53,10141009,6,881,1
2,29,20190208,3,882,1
1,53,20460527,6,882,1
1,53,20181215,6,882,1
1,53,21070306,6,882,1
1,63,20200319,6,882,1
1,53,40170810,6,882,1
1,53,20190128,4,922,1
1,53,20190208,6,922,1
1,53,1160127,8,922,1
1,53,20270227,9,925,1
1,50,20180305,6,937,1
1,53,20180308,6,937,1
1,26,20180305,6,937,1
1,53,20180305,6,937,1
1,53,20180306,6,937,1
1,63,19130905,4,941,1
1,50,20180302,5,941,1
1,53,120827,6,941,1
1,53,17170731,6,941,1
1,53,20510711,6,941,1
1,53,20180301,6,941,1
1,53,20191205,6,941,1
1,53,20190222,6,941,1
1,53,10180209,8,941,1
1,53,20190120,10,941,1
1,53,20190118,10,962,1
1,53,20240128,4,967,1
1,53,10131002,5,981,1
1,53,20180302,4,994,3
1,53,20181124,5,994,1
1,53,20190801,6,994,1
1,26,10160909,6,994,1
1,53,20181123,9,994,1
1,53,20190214,7,3010,1
1,63,20180302,4,3011,1
1,63,20180302,4,3012,1
1,53,20511223,6,3015,1
1,53,2160225,10,3016,1
1,53,20650204,5,3033,1
1,49,20180316,2,3034,1
1,55,20180310,2,3034,1
1,22,20180301,2,3034,1
1,53,20180306,4,3034,1
1,26,20180320,4,3034,1
2,30,20180302,4,3034,1
1,26,20260831,4,3034,1
1,46,20180310,4,3034,1
1,53,20190308,5,3034,1
1,50,22160412,5,3034,1
1,26,20180307,6,3034,1
1,53,20190829,6,3034,1
1,53,20180313,6,3034,2
1,53,20260701,6,3034,1
1,53,20180310,6,3034,1
1,53,20300311,7,3034,1
1,53,20180307,7,3034,1
1,53,20180303,8,3034,1
1,53,20180304,8,3034,1
1,63,20180317,8,3034,1
1,53,20180309,12,3034,1
1,53,20190308,5,3044,1
1,53,30160622,6,3044,1
1,50,20190201,5,3045,1
2,30,20180303,6,3045,1
1,53,20180303,9,3045,1
1,53,20180307,10,3045,1
1,53,20180728,3,3053,1
1,53,21070105,4,3059,1
1,53,20180302,8,3059,1
1,53,20180302,11,3061,1
1,53,16101026,6,3062,1
1,53,20260701,6,3062,1
1,53,20250604,3,3063,1
1,53,20181015,10,3063,1
1,53,20180820,6,3067,1
1,53,20190921,5,3079,1
1,53,20260831,10,3081,1
1,53,20180326,6,3082,1
1,53,20190708,7,3082,1
1,53,20180302,12,3082,1
1,53,20181221,6,3083,1
1,53,20200717,4,3085,1
1,53,20180306,5,3086,1
1,53,20180306,6,3086,1
1,53,20180308,6,3086,1
1,53,20180309,6,3086,1
1,53,20180301,3,3089,1
1,55,20180305,2,3106,1
1,53,20180719,6,3120,1
1,53,20190422,6,3130,1
1,53,20190718,9,3133,1
1,53,20191016,10,3133,1
1,53,20180302,6,3150,1
1,53,20180313,6,3154,1
1,63,20180302,8,3163,1
1,53,20180302,9,3163,1
1,53,20180301,6,3171,1
2,65,20180312,5,3187,1
1,53,20180301,6,3190,1
1,53,20191026,8,3190,1
1,53,20180306,8,3192,1
1,53,20180305,10,3192,1
1,53,20180310,6,3205,1
1,53,20180302,7,3208,1
1,53,20180312,5,3212,1
1,53,10170706,8,3214,1
1,53,20180306,6,3215,2
1,53,20180315,6,3216,1
1,53,170630,5,3217,1
1,47,20180301,2,3223,1
1,53,20180301,3,3223,1
1,53,20180306,6,3223,1
1,53,20470404,6,3223,1
1,53,20180301,6,3223,1
