depto,ciudad,fecha,demografia,vendedor,cantidad
3,2,20140730,6,1316,1
3,1,20130802,6,1316,1
3,1,20130416,6,1316,1
3,1,20160120,6,1316,1
3,1,20170904,6,1316,1
3,1,20121212,6,1316,1
3,1,20130523,6,1316,1
3,1,20130810,6,1316,1
3,1,20131102,6,1316,1
3,1,20130918,6,1316,2
3,1,20130618,6,1316,1
3,1,20161028,6,1316,3
3,1,20120622,6,1316,1
3,1,20130220,6,1316,1
3,1,20140422,6,1316,1
3,1,20160521,6,1316,1
3,1,20131230,6,1316,1
3,1,20140226,6,1316,1
3,1,20140808,6,1316,1
3,1,20140117,6,1316,1
3,1,20121218,6,1316,2
3,1,20120514,6,1316,1
3,1,20130201,6,1316,2
3,1,20140508,6,1316,1
3,1,20160226,6,1316,2
3,1,20140107,6,1316,1
3,1,20130105,6,1316,1
3,1,20140211,6,1316,1
3,2,20130307,6,1316,1
3,2,20140702,6,1316,1
3,1,20130912,6,1316,2
3,1,20160625,6,1316,1
3,1,20170828,6,1316,1
3,1,20130926,6,1316,1
3,1,20160315,6,1316,1
3,1,20150610,6,1316,1
3,1,20131121,6,1316,1
3,1,20160203,6,1316,3
3,1,20171120,6,1316,2
3,1,20120316,6,1316,1
3,1,20130125,6,1316,1
3,1,20130423,6,1316,1
3,1,20160404,6,1316,1
3,1,20161011,6,1316,1
3,1,20130930,6,1316,1
3,1,20120629,6,1316,1
3,1,20130110,6,1316,1
3,1,20120605,6,1316,1
3,1,20120529,6,1316,1
3,1,20121217,6,1316,1
3,1,20130103,6,1316,3
3,1,20130325,6,1316,1
3,2,20130416,6,1316,1
3,1,20160420,6,1316,3
3,1,20130828,6,1316,2
3,1,20120424,6,1316,2
3,1,20150512,6,1316,1
3,1,20160114,6,1316,1
3,1,20170307,6,1316,1
3,1,20170922,6,1316,1
3,1,20130205,6,1316,1
3,1,20130203,6,1316,1
3,1,20130619,6,1316,2
3,2,,6,1316,1
3,1,20130801,6,1316,1
3,1,20151230,6,1316,1
3,1,20161021,6,1316,1
3,1,20140108,6,1316,1
3,1,20130923,6,1316,2
3,1,20120228,6,1316,1
3,1,20120601,6,1316,1
3,1,20120817,6,1316,1
3,1,20130412,6,1316,1
3,1,20120804,6,1316,1
3,1,20130720,6,1316,1
3,1,20120928,6,1316,1
3,1,20130905,6,1316,2
3,1,20131024,6,1316,1
3,1,20130815,6,1316,1
3,2,20130517,6,1316,2
3,1,20131129,6,1316,1
3,1,20120625,6,1316,1
3,1,20130109,6,1316,1
3,1,20121230,6,1316,1
3,1,20130226,6,1316,1
3,1,20121008,6,1316,2
3,1,20130614,6,1316,2
3,1,20140102,6,1316,2
3,1,20140926,6,1316,1
3,1,20150528,6,1316,1
3,1,20161031,6,1316,2
3,1,20161214,6,1316,1
3,1,20170529,6,1316,1
3,1,20170520,6,1316,1
3,1,20130304,6,1316,1
3,1,20130118,6,1316,1
3,1,20150604,6,1316,1
3,1,20170331,6,1316,1
3,1,20121220,6,1316,1
3,1,20161024,6,1316,1
3,1,20151103,6,1316,1
3,1,20140908,6,1316,1
3,2,20170104,6,1316,1
3,3,20130306,6,1316,1
1,74,20140113,6,1316,1
3,1,20120827,6,1316,1
3,1,20150707,6,1316,1
3,1,20121205,6,1316,1
3,1,20121120,6,1316,1
3,1,20130104,6,1316,2
3,1,20160519,6,1316,1
3,1,20171227,6,1316,1
3,1,20140221,6,1316,1
3,1,20141030,6,1316,2
3,1,20150202,6,1316,1
3,1,20170103,6,1316,1
3,1,20171205,6,1316,1
3,1,20120813,6,1316,1
3,1,20130724,6,1316,1
3,1,20140728,6,1316,1
3,1,20140210,6,1316,1
3,1,20121210,6,1316,1
3,1,20170328,6,1316,1
3,1,20170717,6,1316,1
3,1,20150827,6,1316,1
3,1,20160204,6,1316,1
3,1,20160907,6,1316,1
3,1,20160229,6,1316,1
3,1,20171213,6,1316,1
3,2,20160314,6,1316,1
3,3,20161229,6,1316,1
3,1,20140430,6,1316,1
3,1,20150620,6,1316,1
3,1,20160109,6,1316,2
3,1,20160517,6,1316,1
3,11,20131221,6,1316,1
3,1,20150430,6,1316,1
3,1,20141120,6,1316,1
3,1,20150331,6,1316,1
3,1,20170603,6,1316,1
3,1,20170831,6,1316,2
3,1,20180115,6,1316,1
3,1,20150114,6,1316,1
3,1,20160928,6,1316,2
3,1,20151217,6,1316,1
3,1,20120921,6,1316,1
3,1,20120322,6,1316,1
3,1,20131205,6,1316,1
3,1,20150904,6,1316,1
3,1,20140531,6,1316,1
3,1,20171211,6,1316,1
3,1,20140825,6,1316,2
3,1,20150105,6,1316,2
3,1,20150814,6,1316,2
3,1,20151022,6,1316,1
3,1,20170627,6,1316,1
3,1,20160707,6,1316,1
3,1,20120822,6,1316,1
3,1,20140814,6,1316,1
3,1,20140910,6,1316,1
3,1,20150831,6,1316,2
3,1,20161110,6,1316,1
3,1,20120621,6,1316,1
3,1,20160130,6,1316,1
3,1,20180124,6,1316,1
3,1,20131116,6,1316,1
3,1,20130403,6,1316,1
3,1,20160607,6,1316,1
3,2,20121206,6,1316,1
3,1,20120911,6,1316,1
3,1,20131211,6,1316,1
3,1,20130731,6,1316,1
3,1,20150320,6,1316,1
3,1,20160921,6,1316,1
3,1,20140225,6,1316,1
3,1,20141111,6,1316,1
3,1,20150328,6,1316,1
3,1,20151109,6,1316,1
3,1,20150616,6,1316,1
3,1,20160328,6,1316,1
3,1,20161227,6,1316,1
3,1,20170315,6,1316,1
3,1,20170803,6,1316,1
3,1,20130221,6,1316,1
3,1,20130207,6,1316,1
3,1,20160112,6,1316,1
3,1,20120313,6,1316,1
3,1,20160225,6,1316,1
3,1,20170221,6,1316,1
3,1,20130522,6,1316,1
3,1,20160615,6,1316,1
3,2,20160126,6,1316,1
3,1,20120626,6,1316,1
3,1,20150305,6,1316,1
3,1,20140507,6,1316,1
3,1,20160329,6,1316,1
3,1,20170408,6,1316,1
3,1,20150727,6,1316,1
3,4,20130911,6,1316,1
3,1,20150609,6,1316,1
3,1,20140429,6,1316,1
3,1,20140401,6,1316,1
3,1,20150102,6,1316,1
3,1,20150617,6,1316,1
3,1,20151123,6,1316,1
3,1,20161116,6,1316,1
3,1,20170418,6,1316,1
3,1,20180129,6,1316,1
3,1,20170816,6,1316,1
3,1,20150622,6,1316,2
3,1,20140127,6,1316,1
3,1,20120726,6,1316,2
3,1,20140721,6,1316,2
3,1,20170530,6,1316,1
3,1,20150909,6,1316,2
3,1,20170718,6,1316,1
3,1,20150918,6,1316,1
3,1,20130121,6,1316,1
3,1,20150203,6,1316,1
3,1,20121122,6,1316,1
3,1,20120706,6,1316,1
3,1,20131223,6,1316,1
3,1,20150821,6,1316,1
3,1,20130318,6,1316,1
3,3,20150917,6,1316,1
3,2,20160322,6,1316,1
3,2,20160309,6,1316,1
3,1,20120705,6,1316,1
3,1,20121009,6,1316,1
3,1,20130306,6,1316,1
3,2,20130905,6,1316,1
3,1,20160722,6,1316,1
3,1,20131022,6,1316,1
3,1,20131202,6,1316,1
3,1,20140219,6,1316,1
3,1,20141226,6,1316,1
3,1,20150603,6,1316,1
3,1,20151112,6,1316,2
3,1,20160702,6,1316,1
3,1,20161213,6,1316,1
3,1,20170822,6,1316,1
3,1,20171117,6,1316,2
3,1,20180111,6,1316,1
3,1,20160426,6,1316,2
3,1,20140407,6,1316,1
3,1,20120918,6,1316,1
3,1,20121123,6,1316,1
3,1,20120515,6,1316,1
3,1,20120303,6,1316,1
3,1,20130123,6,1316,1
3,1,20161112,6,1316,1
3,1,20171212,6,1316,2
3,1,20150318,6,1316,1
3,1,20180206,6,1316,1
3,1,20130723,6,1316,1
3,1,20120502,6,1316,1
3,1,20180223,6,1316,1
1,74,20180103,6,1316,1
3,1,20150427,6,1316,1
3,1,20150724,6,1316,1
3,1,20160211,6,1316,1
3,2,20160819,6,1316,1
3,1,20140205,6,1316,1
3,1,20171207,6,1316,1
3,1,20120402,6,1316,1
3,1,20140111,6,1316,1
3,1,20140526,6,1316,1
3,1,20140516,6,1316,1
3,1,20150505,6,1316,1
3,1,20160116,6,1316,1
3,1,20170517,6,1316,1
3,1,20161128,6,1316,1
3,1,20170902,6,1316,1
3,1,20131220,6,1316,1
3,1,20151001,6,1316,1
3,1,20121101,6,1316,1
3,1,20131122,6,1316,1
3,1,20120724,6,1316,1
3,1,20170118,6,1316,1
3,1,20141229,6,1316,1
3,1,20170111,6,1316,1
3,1,20160805,6,1316,1
3,1,20160217,6,1316,1
3,1,20180209,6,1316,2
3,2,20171222,6,1316,1
3,1,20141107,6,1316,1
3,2,20170822,6,1316,1
3,1,20130102,6,1316,1
3,1,20150220,6,1316,1
3,1,20150923,6,1316,1
3,1,20151019,6,1316,2
3,1,20150611,6,1316,1
3,1,20161101,6,1316,3
3,1,20170719,6,1316,1
3,1,20170622,6,1316,1
3,1,20140710,6,1316,1
3,1,20141210,6,1316,1
3,1,20150602,6,1316,1
3,1,20130827,6,1316,1
3,1,20140103,6,1316,1
3,1,20160623,6,1316,1
3,1,20161122,6,1316,1
3,1,20160129,6,1316,1
3,1,20160208,6,1316,1
3,1,20130413,6,1316,2
3,1,20120518,6,1316,1
3,1,20160119,6,1316,1
3,1,20180119,6,1316,1
3,2,20120402,6,1316,1
3,2,20130208,6,1316,1
3,2,20141213,6,1316,1
3,2,20141222,6,1316,1
3,2,20170123,6,1316,1
3,1,20130327,6,1316,1
3,1,20120312,6,1316,1
3,1,20120910,6,1316,1
3,2,20130829,6,1316,1
3,3,20170517,6,1316,1
3,1,20150902,6,1316,1
3,1,20140128,6,1316,2
3,1,20140305,6,1316,1
3,1,20150401,6,1316,2
3,1,20170117,6,1316,1
3,1,20160408,6,1316,1
3,1,20130311,6,1316,1
3,1,20171206,6,1316,1
3,1,20130524,6,1316,1
3,1,20121005,6,1316,1
3,1,20130803,6,1316,1
3,1,20140829,6,1316,1
3,1,20160223,6,1316,1
3,1,20160414,6,1316,2
3,1,20160608,6,1316,1
3,1,20161230,6,1316,1
3,1,20140801,6,1316,1
3,1,20171122,6,1316,1
3,1,20120305,6,1316,1
3,1,20160618,6,1316,1
3,1,20160728,6,1316,2
3,1,20171214,6,1316,1
3,1,20140915,6,1316,1
3,1,20150212,6,1316,1
3,1,20160809,6,1316,1
3,2,20160305,6,1316,1
3,1,20120209,6,1316,1
3,1,20170327,6,1316,1
3,1,20140505,6,1316,1
3,2,20161122,6,1316,1
3,1,20151119,6,1316,1
3,1,20160122,6,1316,1
3,2,20161121,6,1316,1
3,1,20141024,6,1316,1
3,1,20150221,6,1316,1
3,1,20151202,6,1316,1
3,1,20160413,6,1316,1
3,1,20161117,6,1316,1
3,1,20171201,6,1316,2
3,1,20140723,6,1316,1
3,1,20160215,6,1316,2
3,1,20130122,6,1316,2
3,1,20161111,6,1316,1
3,1,20120727,6,1316,2
3,1,20140304,6,1316,1
3,1,20130917,6,1316,1
3,1,20160407,6,1316,1
3,1,20161109,6,1316,1
3,1,20150914,6,1316,1
3,1,20170206,6,1316,1
3,1,20170727,6,1316,1
3,1,20151008,6,1316,2
3,1,20141212,6,1316,2
3,1,20160425,6,1316,1
3,1,20120821,6,1316,1
3,2,20180126,6,1316,1
1,74,20160112,6,1316,1
3,1,20160804,6,1316,1
3,2,20151215,6,1316,1
3,2,20170731,6,1316,1
3,1,20161124,6,1316,1
3,2,20161019,6,1316,1
3,1,20161226,7,1316,1
3,2,20180221,7,1316,1
3,1,,7,1316,2
3,1,20160329,7,1316,1
3,2,20150117,7,1316,1
3,1,20160404,7,1316,1
3,1,20161118,7,1316,1
3,1,20170803,7,1316,1
3,3,20160323,7,1316,1
3,2,20121102,7,1316,1
3,2,20141120,7,1316,1
3,3,20150730,7,1316,1
3,1,20120625,7,1316,1
3,1,20161108,7,1316,1
3,1,20170125,7,1316,1
3,1,20170203,7,1316,1
3,2,20141128,7,1316,1
3,2,20121008,7,1316,1
3,3,20171220,7,1316,1
3,1,20170123,7,1316,1
3,1,20170126,7,1316,1
3,1,20160618,7,1316,1
3,1,20140414,7,1316,1
3,1,20130913,8,1316,1
3,1,20170829,8,1316,1
3,2,20121122,8,1316,1
3,2,20151212,8,1316,2
3,2,20151222,8,1316,1
3,2,20161025,8,1316,1
3,3,20130919,8,1316,1
3,1,20170302,8,1316,1
3,1,20121203,8,1316,1
3,1,20130205,8,1316,1
3,2,20140212,8,1316,1
3,2,20170313,8,1316,1
3,2,20171228,8,1316,1
3,1,20140314,8,1316,1
3,2,20120523,8,1316,1
3,2,20120314,8,1316,1
3,2,20130103,8,1316,1
3,2,20130523,8,1316,1
3,3,20170719,8,1316,1
3,1,20160414,8,1316,1
3,1,20141202,8,1316,1
3,2,20120918,8,1316,1
3,2,20140603,8,1316,1
3,1,20130817,8,1316,1
3,1,20131016,8,1316,1
3,1,20150205,8,1316,1
3,1,20160713,8,1316,1
3,1,20171204,8,1316,1
3,2,20171128,8,1316,1
3,3,20130319,8,1316,1
3,1,20150805,8,1316,1
3,1,20140609,8,1316,1
3,2,20150730,8,1316,1
3,2,20171109,8,1316,1
3,2,20161018,8,1316,1
3,2,20180125,8,1316,1
3,2,20130117,8,1316,1
3,2,20140702,8,1316,1
3,2,20150416,8,1316,1
3,2,20171229,8,1316,1
3,1,20121218,8,1316,1
3,1,20150810,8,1316,1
6,1,20161110,8,1316,1
3,2,20150916,8,1316,1
3,2,20151229,8,1316,2
3,3,20140908,8,1316,1
3,1,20121126,8,1316,1
3,1,20141108,8,1316,1
3,2,20131106,8,1316,1
3,2,20150605,8,1316,1
3,1,20130815,8,1316,1
3,1,20121011,8,1316,1
3,2,20161019,8,1316,1
3,3,20170802,8,1316,1
3,1,20161227,8,1316,1
3,1,20150219,8,1316,1
3,2,20130625,8,1316,1
3,2,20130506,8,1316,1
3,2,20160314,8,1316,1
3,2,20170728,8,1316,1
3,3,20171107,8,1316,1
3,1,20160411,10,1316,1
3,1,20120824,10,1316,1
3,1,20130408,10,1316,2
3,1,20151110,10,1316,1
3,1,20160401,10,1316,1
3,1,20121212,10,1316,1
3,1,20130405,10,1316,2
3,1,20170424,10,1316,1
3,1,20171108,10,1316,1
3,1,20140305,10,1316,1
3,1,20160413,10,1316,1
3,1,20170512,10,1316,1
3,1,20120815,10,1316,1
3,1,20120604,10,1316,1
3,1,20160616,10,1316,1
3,1,20160318,10,1316,2
3,1,20170111,10,1316,1
3,1,20161026,10,1316,1
3,1,20131030,10,1316,1
3,1,20130313,10,1316,1
3,1,20160114,10,1316,1
3,1,20170420,10,1316,1
3,1,20140127,10,1316,1
3,1,20140416,10,1316,1
3,1,20150603,10,1316,1
3,1,20130628,10,1316,1
3,1,20120605,10,1316,1
3,1,20121210,10,1316,1
3,1,20160414,10,1316,1
3,1,20130821,10,1316,1
3,1,20120928,10,1316,1
3,1,20141025,10,1316,1
3,1,20160308,10,1316,1
3,1,20141203,10,1316,1
3,1,20170706,10,1316,1
3,1,20120829,10,1316,1
3,1,20140806,10,1316,1
3,1,20150311,10,1316,1
3,1,20150309,10,1316,1
3,1,20160125,10,1316,2
3,1,20161112,12,1316,1
3,2,20130302,1,1316,1
3,1,20180201,1,1316,1
6,3,20150527,1,1316,1
3,1,20150217,1,1316,1
3,2,20171213,1,1316,1
3,2,20121026,1,1316,1
3,2,20141217,1,1316,1
6,5,20140714,1,1316,1
3,1,20151006,1,1316,1
3,1,20160208,1,1316,2
3,1,20140819,1,1316,1
3,1,20160601,1,1316,2
3,1,20161202,1,1316,1
3,1,20150529,1,1316,1
3,1,20151007,1,1316,1
3,3,20170227,1,1316,1
6,3,20140715,1,1316,1
3,1,20150918,1,1316,1
3,1,20160229,1,1316,1
3,5,20180214,1,1316,1
6,5,20121120,1,1316,1
6,5,20140110,1,1316,1
6,5,20140522,1,1316,1
3,2,20150803,1,1316,1
3,2,20170519,1,1316,1
3,1,20151123,1,1316,1
3,5,20180220,1,1316,1
6,5,20160511,1,1316,1
3,1,20140703,1,1316,1
3,1,20150225,1,1316,1
3,2,20130828,1,1316,1
3,5,20131221,1,1316,1
6,5,20140109,1,1316,1
3,1,20131008,1,1316,1
3,2,20161212,1,1316,1
3,2,20120103,1,1316,1
3,2,20151230,1,1316,1
3,3,20170408,1,1316,1
6,3,20150829,1,1316,1
3,1,20150925,1,1316,1
3,1,20160601,1,1316,1
3,1,20131015,1,1316,1
3,2,20150909,1,1316,2
3,1,20150728,1,1316,1
3,1,20131218,1,1316,1
3,1,20160808,1,1316,1
3,2,20171212,1,1316,1
3,1,20171114,1,1316,1
3,2,20160916,1,1316,1
3,1,20150730,1,1316,1
3,2,20141202,1,1316,1
3,1,20131022,1,1316,1
3,1,20131127,1,1316,1
3,1,20170627,1,1316,1
3,1,20140811,1,1316,1
3,1,20150727,1,1316,1
3,1,20131004,1,1316,1
3,1,20150619,1,1316,1
3,1,20140509,4,1317,1
3,1,20120901,4,1317,1
3,1,20141123,4,1317,1
3,1,20150828,5,1317,1
3,1,20120802,6,1317,1
3,1,20130205,6,1317,1
3,1,20150802,6,1317,1
3,1,20160720,6,1317,1
3,2,20130121,8,1317,1
1,61,20171114,1,1318,1
3,1,20160127,1,1318,1
3,1,20171018,1,1318,1
1,74,20170111,2,1318,1
3,1,20170927,2,1318,1
3,10,20180221,2,1318,1
3,1,20170107,2,1318,1
3,2,20160914,2,1318,1
3,1,20170104,2,1318,1
1,74,20170726,2,1318,1
3,1,20180110,2,1318,1
1,74,20170426,2,1318,1
3,1,20170225,2,1318,1
3,1,20170721,2,1318,1
3,2,20171028,2,1318,1
1,74,20171229,2,1318,1
3,2,20170826,3,1318,1
3,2,20121017,3,1318,1
3,2,20160610,3,1318,1
3,1,20150116,3,1318,1
3,1,20161116,3,1318,1
3,1,20171110,3,1318,1
3,1,20151109,3,1318,1
3,4,20170802,3,1318,1
3,2,20160516,3,1318,1
3,2,20121008,3,1318,1
3,1,20151024,3,1318,1
3,1,20161007,3,1318,1
3,1,20170304,3,1318,1
3,2,20160408,3,1318,1
3,2,20121126,3,1318,1
3,2,20160429,3,1318,1
3,3,20160316,3,1318,1
3,1,20170503,3,1318,1
3,2,20150425,3,1318,1
3,1,20151005,3,1318,1
3,3,20180124,3,1318,1
3,1,20160806,3,1318,1
3,1,20170301,3,1318,1
3,1,20151204,3,1318,1
3,1,20170505,3,1318,1
3,1,20170224,3,1318,1
3,3,20161202,3,1318,1
3,4,20160624,3,1318,1
3,1,20121220,3,1318,1
3,4,20150329,3,1318,1
3,1,20120803,4,1318,1
3,1,20170705,4,1318,1
3,2,20160203,4,1318,1
3,1,20161116,4,1318,1
1,65,20161130,4,1318,1
3,4,20150406,4,1318,1
3,1,20180221,4,1318,1
3,1,20151204,4,1318,1
3,2,20140801,4,1318,1
3,1,20170215,4,1318,1
3,2,20160720,4,1318,1
3,2,20150911,4,1318,1
3,2,20180103,4,1318,1
3,1,20170118,4,1318,1
3,1,20161228,4,1318,2
3,1,20140507,4,1318,1
3,1,20161021,4,1318,1
3,1,20160916,4,1318,1
3,3,20171110,4,1318,1
3,3,20180131,4,1318,1
1,65,20160622,4,1318,1
3,1,20170707,4,1318,1
3,1,20160610,4,1318,1
3,1,20160907,4,1318,1
3,3,20171025,4,1318,1
3,1,20161104,4,1318,1
3,1,20130902,4,1318,1
3,2,20180110,4,1318,2
3,2,20141126,4,1318,1
3,1,20160928,4,1318,1
3,2,20160826,4,1318,1
3,3,20170802,4,1318,1
3,3,20161102,4,1318,1
3,2,20160408,4,1318,1
3,1,20180118,4,1318,1
3,2,20160302,4,1318,1
3,1,20170222,4,1318,1
3,1,20180110,4,1318,2
3,1,20161019,4,1318,1
3,3,20161130,4,1318,1
3,2,20180131,4,1318,1
3,2,20120608,4,1318,1
3,1,20180124,4,1318,1
3,2,20170809,4,1318,1
3,3,20171204,4,1318,1
3,3,20160116,4,1318,1
3,2,20171211,4,1318,1
3,2,20160413,4,1318,1
3,4,20140809,4,1318,1
3,1,20170626,4,1318,1
3,1,20170322,4,1318,1
3,1,20170602,4,1318,1
3,3,20170707,4,1318,1
3,1,20140822,4,1318,1
1,65,20160629,4,1318,1
3,1,20150724,5,1318,1
3,1,20140507,5,1318,1
3,1,20170916,5,1318,1
3,1,20170823,5,1318,1
3,1,20170923,5,1318,1
3,1,20170111,5,1318,1
3,2,20170317,5,1318,1
3,1,20170208,5,1318,1
3,1,20151204,5,1318,1
3,1,20150718,5,1318,1
3,4,20160622,5,1318,1
3,1,20180110,5,1318,1
3,1,20170408,5,1318,1
3,1,20171129,5,1318,1
3,1,20171110,5,1318,1
3,1,20180103,5,1318,1
3,1,20171028,5,1318,2
3,4,20170215,5,1318,1
3,1,20171204,5,1318,1
3,1,20170224,5,1318,1
3,1,20171229,5,1318,1
3,1,20171124,5,1318,1
3,1,20171121,5,1318,1
3,1,20171215,5,1318,1
3,3,20170802,5,1318,1
3,1,20160116,6,1318,1
3,1,20170421,6,1318,1
3,1,20130626,6,1318,1
3,1,20160302,6,1318,1
3,1,20141029,6,1318,1
3,1,20160316,6,1318,1
3,1,20160806,6,1318,1
3,1,20140305,6,1318,1
3,1,20170301,6,1318,1
3,1,20150724,6,1318,1
3,1,20180126,6,1318,1
3,1,20160706,6,1318,1
3,2,20171025,6,1318,1
3,4,20121220,6,1318,1
3,1,20161130,6,1318,1
3,1,20161019,6,1318,1
3,2,20150718,6,1318,1
3,1,20170920,6,1318,1
3,1,20150708,6,1318,1
3,1,20160907,6,1318,1
3,1,20161116,6,1318,1
3,1,20160525,6,1318,1
3,1,20170304,6,1318,1
3,1,20161014,6,1318,1
3,1,20160530,6,1318,1
3,1,20120622,6,1318,1
3,1,20160629,6,1318,1
3,2,20160819,6,1318,1
3,1,20141118,6,1318,1
3,1,20180122,6,1318,1
3,1,20170912,6,1318,1
3,1,20141119,6,1318,1
3,1,20161226,6,1318,1
3,1,20170201,6,1318,1
3,2,20170113,6,1318,1
3,1,20160615,6,1318,1
3,2,20160727,6,1318,1
3,1,20160608,6,1318,1
3,1,20170303,6,1318,1
3,1,20170902,6,1318,1
3,4,,6,1318,1
3,2,20130306,7,1318,1
3,2,20160222,7,1318,1
3,3,20171101,7,1318,1
3,1,20160516,7,1318,1
3,2,20151019,7,1318,1
3,1,20161221,8,1318,1
3,2,20170407,8,1318,1
3,1,20160824,8,1318,1
3,3,20171204,8,1318,1
3,2,20170410,8,1318,1
3,3,20171227,8,1318,1
3,2,20170531,8,1318,1
3,1,20130318,8,1318,1
3,1,20161228,8,1318,1
3,2,20161109,8,1318,1
3,3,20171003,8,1318,1
3,1,20160210,8,1318,1
3,1,20160525,8,1318,1
3,2,20170602,8,1318,1
3,1,20160622,10,1318,1
3,1,20130731,10,1318,1
3,1,20170125,10,1318,3
3,1,20140514,1,1318,1
3,12,20140619,1,1318,1
6,3,20161226,1,1318,1
3,3,20170215,1,1318,1
6,3,20160806,1,1318,1
3,1,20170927,1,1318,1
3,1,20140217,1,1319,1
3,1,20140408,1,1319,1
3,9,20150130,1,1319,1
3,1,20150727,1,1319,1
3,1,20150119,1,1319,1
3,1,20140804,1,1319,3
3,1,20140804,2,1319,1
3,1,20150203,2,1319,1
3,1,20140710,2,1319,1
3,1,20170627,2,1319,1
3,1,20171121,2,1319,1
3,1,20171017,2,1319,1
3,2,20170410,2,1319,1
3,1,20161128,2,1319,1
3,1,20140805,2,1319,1
1,74,20171211,2,1319,1
3,1,20151130,2,1319,1
3,1,20170403,2,1319,2
3,3,20170403,2,1319,1
3,1,20161125,2,1319,1
3,1,20160107,2,1319,1
3,1,20141030,2,1319,1
1,74,20140929,2,1319,1
3,1,20160302,2,1319,1
3,1,20170222,2,1319,1
3,1,20150528,2,1319,2
3,1,20140207,2,1319,1
3,2,20150414,2,1319,1
3,2,20170403,2,1319,1
3,1,20150106,2,1319,1
3,1,20130617,2,1319,1
3,2,20160211,2,1319,1
3,2,20161215,2,1319,1
3,1,20180201,2,1319,2
3,1,20180214,2,1319,1
3,1,20130916,3,1319,3
3,1,20130326,3,1319,1
3,1,20121203,3,1319,1
3,3,20170403,3,1319,1
3,2,20121126,3,1319,1
3,1,20170112,3,1319,1
3,1,20120223,3,1319,1
3,3,20170503,3,1319,1
3,2,20120710,3,1319,1
3,1,20150826,3,1319,1
3,1,,3,1319,1
3,2,20141125,3,1319,1
3,1,20121029,3,1319,1
3,3,20170112,3,1319,1
3,1,20141223,3,1319,1
3,1,20131120,3,1319,1
3,1,20160531,3,1319,2
3,2,20140128,3,1319,1
3,2,20160624,3,1319,1
3,1,20160708,3,1319,1
3,1,20150929,3,1319,1
3,1,20151027,3,1319,1
3,2,20130916,3,1319,1
3,2,20160328,3,1319,1
3,3,20160105,3,1319,1
3,3,20161121,3,1319,1
3,4,20140804,3,1319,1
3,1,20131009,3,1319,1
3,1,20131216,3,1319,1
3,1,20160816,3,1319,1
3,1,20151130,3,1319,3
3,1,20160824,3,1319,1
3,2,20150724,3,1319,1
3,2,20150623,3,1319,1
3,1,20160809,3,1319,1
3,1,20140829,3,1319,1
3,2,20160309,3,1319,1
3,1,20150714,3,1319,1
3,2,20140813,3,1319,1
1,80,20180111,3,1319,1
3,1,20170403,3,1319,2
3,1,20131114,3,1319,1
3,1,20140804,3,1319,5
3,1,20160405,3,1319,1
3,2,20160107,3,1319,1
3,2,20150102,3,1319,2
3,2,20150505,3,1319,1
3,1,20130401,3,1319,1
3,4,20130227,3,1319,1
3,1,20140804,4,1319,10
3,1,20140808,4,1319,1
3,2,20170214,4,1319,1
3,2,20170223,4,1319,1
3,1,20161019,4,1319,1
3,2,20160503,4,1319,2
3,1,20121206,4,1319,1
3,2,20170307,4,1319,1
3,2,20140312,4,1319,1
3,1,20170511,4,1319,1
3,2,20160303,4,1319,1
3,2,20170206,4,1319,1
3,1,20170103,4,1319,1
3,2,20130419,4,1319,1
3,1,20130507,4,1319,1
3,1,20140520,4,1319,2
3,2,20140321,4,1319,1
3,2,20151027,4,1319,1
3,2,20170509,4,1319,1
3,2,20170403,4,1319,2
3,1,20130417,4,1319,1
3,1,20160926,4,1319,1
3,1,20171114,4,1319,1
3,1,20140826,4,1319,1
3,3,20170119,4,1319,1
3,1,20120913,4,1319,1
3,2,20130516,4,1319,1
3,4,20121108,4,1319,1
3,4,20160525,4,1319,1
1,65,20131108,4,1319,1
3,2,20140731,4,1319,1
3,1,20130219,4,1319,1
3,1,20160628,4,1319,1
3,1,20161215,4,1319,2
3,1,20130506,4,1319,1
3,1,20171011,4,1319,1
3,1,20170629,4,1319,2
3,2,20140703,4,1319,2
3,2,20150619,4,1319,2
3,2,20150924,4,1319,2
3,1,20120827,4,1319,1
4,1,20170403,4,1319,1
3,2,20150405,4,1319,1
1,20,20170927,4,1319,1
3,1,20150107,4,1319,1
3,1,20150312,4,1319,1
3,1,20171117,4,1319,1
3,1,20160106,4,1319,1
3,1,20170717,4,1319,1
3,2,20151013,4,1319,1
3,2,20160726,4,1319,2
3,2,20171212,4,1319,1
3,1,20151130,4,1319,2
3,2,20141002,4,1319,1
3,2,20140911,4,1319,1
3,3,20130716,4,1319,2
1,74,20170802,4,1319,1
3,3,20151016,4,1319,1
3,1,20140515,4,1319,1
3,1,20180208,4,1319,1
3,2,20140519,4,1319,1
3,2,20150819,4,1319,1
3,2,20120903,4,1319,1
1,74,20121204,4,1319,1
3,3,20140826,4,1319,1
3,1,20130618,4,1319,1
3,1,20130611,4,1319,1
3,1,20170403,4,1319,5
3,1,20140918,4,1319,1
3,2,20160705,4,1319,1
3,1,20130905,4,1319,2
3,2,20140128,4,1319,1
3,2,20141223,4,1319,1
3,2,20161024,4,1319,1
3,1,20170421,4,1319,1
3,2,20130903,4,1319,1
3,2,20150803,4,1319,1
3,2,20140402,4,1319,1
3,1,20150427,4,1319,1
3,2,20121207,4,1319,1
3,3,20130926,4,1319,1
